t_s,alt_ft_rel,vel,acc
256.12,2.34,0.0,9.92
256.625,2.36,0.0,9.76
257.13,2.55,0.03,9.8
257.635,2.36,0.01,9.75
258.14,2.41,0.0,9.75
258.645,2.48,0.01,9.79
259.15,2.45,0.01,9.53
259.655,2.47,0.01,9.48
260.16,2.55,0.02,9.84
260.665,2.52,0.01,9.78
261.17,2.51,0.0,9.71
261.675,2.68,0.02,9.92
262.18,2.52,0.0,9.8
262.685,2.34,0.03,9.83
263.189,2.45,0.02,9.79
263.695,2.29,0.03,9.74
264.21,2.3,0.03,10.16
264.71,2.21,0.03,9.7
265.21,2.34,0.0,9.95
265.715,2.38,0.01,9.83
266.219,2.36,0.01,9.81
266.724,2.26,0.01,9.85
267.23,2.45,0.02,9.79
267.734,2.4,0.01,9.76
268.239,2.51,0.01,9.81
268.744,2.67,0.04,9.62
269.249,2.65,0.03,10.18
269.754,2.76,0.06,9.86
270.259,2.83,0.05,9.76
270.765,2.76,0.03,9.91
271.269,2.82,0.02,9.8
271.775,2.84,0.02,9.97
272.28,2.81,0.0,9.95
272.785,2.76,0.0,9.85
273.29,2.81,0.0,9.84
273.794,2.82,0.01,9.61
274.3,2.78,0.0,9.78
274.804,2.74,0.01,9.87
275.309,2.68,0.02,9.74
275.814,2.74,0.01,10.0
276.32,2.66,0.02,9.71
276.824,2.67,0.01,9.51
277.33,2.91,0.03,9.91
277.835,2.74,0.01,9.62
278.339,2.59,0.02,9.86
278.845,2.2,0.09,9.84
279.35,2.07,0.11,9.86
279.854,2.03,0.09,8.88
280.36,2.05,0.05,9.92
280.864,2.22,0.0,9.8
281.37,2.1,0.0,9.78
281.874,2.14,0.0,9.81
282.381,2.38,0.04,9.77
282.885,2.36,0.03,9.77
283.39,2.51,0.05,9.78
283.894,2.31,0.01,9.85
284.408,2.28,0.01,9.78
284.908,2.45,0.01,9.74
285.409,2.21,0.02,9.85
285.914,2.33,0.01,9.77
286.419,2.48,0.02,9.88
286.925,2.17,0.04,9.69
287.43,2.07,0.05,9.75
287.935,2.08,0.04,9.94
288.439,2.21,0.0,9.85
288.945,2.16,0.0,9.93
289.45,2.07,0.02,9.95
289.954,2.26,0.03,9.76
290.461,2.03,0.02,9.78
290.964,2.41,0.05,9.79
291.47,2.55,0.06,9.68
291.974,2.61,0.06,9.69
292.48,2.72,0.06,9.94
292.984,2.69,0.03,9.75
293.49,2.72,0.03,9.81
293.994,2.64,0.01,9.62
294.51,2.68,0.01,9.74
295.01,2.89,0.04,9.8
295.51,2.76,0.01,9.77
296.015,2.93,0.03,9.61
296.53,2.93,0.03,9.82
297.03,2.83,0.02,9.74
297.53,2.87,0.0,9.76
298.035,2.96,0.01,9.76
298.54,2.82,0.01,9.96
299.045,2.9,0.0,9.77
299.55,2.91,0.01,9.74
300.054,2.82,0.01,9.75
300.559,2.83,0.01,9.83
301.064,2.87,0.01,9.81
301.569,2.81,0.01,9.71
302.074,2.84,0.01,9.8
302.579,2.86,0.0,9.77
303.084,2.86,0.0,9.98
303.589,2.88,0.01,9.97
304.094,2.84,0.0,9.83
304.599,2.66,0.03,9.74
305.099,2.72,0.02,9.71
305.609,2.75,0.01,9.64
306.114,2.68,0.02,9.72
306.619,2.65,0.02,9.74
307.124,2.55,0.03,9.75
307.629,2.5,0.03,9.78
308.134,2.48,0.02,9.6
308.639,2.52,0.01,9.58
309.144,2.43,0.02,9.68
309.649,2.39,0.02,9.86
310.154,2.45,0.0,10.18
310.659,2.49,0.0,9.86
311.164,2.49,0.01,9.84
311.669,2.27,0.04,9.82
312.174,2.12,0.06,9.78
312.679,2.2,0.03,9.83
313.184,1.98,0.05,9.84
313.689,2.24,0.01,9.84
314.194,2.12,0.01,9.92
314.699,2.05,0.02,9.79
315.199,2.19,0.02,9.74
315.709,2.22,0.02,9.8
316.214,2.21,0.0,9.78
316.719,2.13,0.0,9.81
317.224,2.0,0.03,9.79
317.729,1.87,0.04,9.9
318.234,2.01,0.02,9.44
318.739,1.82,0.03,9.67
319.244,1.8,0.06,9.85
319.749,1.88,0.02,9.83
320.254,1.86,0.01,9.85
320.759,1.8,0.02,9.83
321.264,2.14,0.04,9.85
321.769,1.87,0.0,9.89
322.274,1.9,0.01,9.84
322.779,1.74,0.03,9.76
323.284,2.0,0.02,9.82
323.789,1.87,0.0,9.77
324.294,1.84,0.01,9.8
324.799,1.9,0.0,9.77
325.304,1.73,0.02,9.79
325.809,1.64,0.03,9.89
326.314,1.97,0.03,9.75
326.819,1.9,0.02,9.9
327.324,1.88,0.02,9.8
327.829,1.9,0.0,9.71
328.334,1.89,0.01,9.77
328.839,2.09,0.04,9.86
329.344,2.07,0.04,9.83
329.849,2.23,0.06,9.63
330.354,2.2,0.05,9.85
330.859,2.28,0.04,9.73
331.364,2.4,0.05,9.85
331.869,2.55,0.05,9.66
332.374,2.6,0.04,9.79
332.879,2.38,0.0,9.72
333.384,2.38,0.0,9.81
333.889,2.34,0.02,9.92
334.394,2.27,0.03,9.85
334.908,2.28,0.02,10.07
335.408,2.29,0.0,9.79
335.909,2.28,0.0,9.81
336.414,2.27,0.0,9.8
336.919,2.0,0.04,9.82
337.424,2.04,0.04,9.77
337.929,1.81,0.07,9.81
338.434,1.97,0.03,9.77
338.939,1.88,0.04,9.82
339.444,1.95,0.01,9.75
339.949,2.23,0.05,9.78
340.454,2.34,0.05,9.84
340.959,2.45,0.07,9.79
341.464,2.22,0.02,9.82
341.969,2.19,0.02,9.81
342.474,1.9,0.07,9.73
342.979,1.94,0.06,9.83
343.484,2.12,0.02,9.9
343.989,1.84,0.04,9.71
344.494,2.0,0.0,9.83
345.008,2.04,0.01,9.87
345.508,2.04,0.0,9.71
346.009,2.18,0.02,9.87
346.514,2.1,0.02,9.81
347.019,1.95,0.01,9.84
347.524,1.99,0.02,9.75
348.029,1.82,0.03,10.01
348.534,1.96,0.0,10.02
349.039,1.94,0.01,9.8
349.544,1.47,0.08,9.82
350.049,2.04,0.0,9.76
350.554,1.83,0.02,9.71
351.059,1.84,0.01,9.81
351.564,2.29,0.07,9.75
352.069,2.1,0.04,9.7
352.574,2.08,0.0,9.8
353.079,1.86,0.01,9.73
353.584,1.66,0.06,9.77
354.089,1.82,0.03,9.59
354.594,1.46,0.06,9.63
355.099,1.87,0.01,9.73
355.604,1.82,0.02,9.71
356.109,1.68,0.01,9.78
356.614,1.87,0.02,9.84
357.119,1.81,23.68,9.75
357.624,1.69,55.79,9.8
358.129,1.53,49.33,9.78
358.634,1.86,40.34,9.84
359.139,1.53,34.33,9.81
359.644,1.4,30.83,9.79
360.149,1.14,28.86,9.75
360.654,1.48,27.71,9.86
361.159,1.85,27.0,9.83
361.664,1.75,26.61,9.82
362.169,1.94,26.36,9.84
362.676,2.05,26.21,9.65
363.179,2.24,26.13,9.77
363.684,2.22,26.1,9.87
364.189,2.36,26.04,9.86
364.704,2.2,26.05,9.79
365.204,2.34,26.04,9.67
365.714,2.4,26.03,9.8
366.214,2.21,26.04,9.72
366.724,2.18,26.05,9.76
367.224,2.32,26.05,9.76
367.724,2.22,26.05,9.76
368.229,2.15,26.06,9.73
368.734,2.22,26.04,9.81
369.239,1.99,26.07,9.85
369.744,2.16,26.05,9.74
370.249,2.07,26.05,9.76
370.754,1.95,26.07,9.8
371.259,2.24,26.06,9.73
371.764,2.19,26.01,9.81
372.269,2.42,25.99,9.81
372.776,2.24,26.03,9.72
373.279,2.45,26.02,9.79
373.784,2.52,26.01,9.84
374.289,2.44,26.01,9.71
374.794,2.38,26.04,9.82
375.299,2.52,26.01,9.85
375.804,2.78,26.0,9.88
376.309,2.56,26.01,9.73
376.815,2.3,26.03,9.74
377.319,2.34,26.07,9.79
377.824,2.35,26.05,9.77
378.329,2.2,26.06,9.91
378.834,2.14,26.06,9.78
379.339,2.34,26.04,9.62
379.844,2.22,26.04,9.8
380.349,2.42,26.02,9.82
380.854,2.26,26.04,9.83
381.359,2.01,26.08,9.83
381.864,2.15,26.06,9.91
382.369,2.03,26.07,9.85
382.874,2.05,26.07,9.82
383.379,2.09,26.06,9.63
383.884,1.89,26.07,9.77
384.389,2.05,26.06,9.89
384.894,1.92,26.07,9.84
385.399,1.89,26.06,9.84
385.904,1.86,26.07,9.75
386.409,1.83,26.07,9.77
386.914,1.57,26.1,9.76
387.419,1.56,26.09,9.79
387.924,1.48,26.11,9.76
388.429,1.55,26.08,9.75
388.934,1.5,26.09,9.83
389.439,1.73,26.05,9.7
389.944,1.94,26.02,9.75
390.449,1.81,26.05,9.9
390.954,1.51,26.11,9.8
391.459,1.28,26.12,9.94
391.964,1.6,26.08,9.93
392.469,1.68,26.05,9.94
392.974,1.6,26.08,9.86
393.479,1.66,26.05,9.92
393.984,1.61,26.05,9.84
394.489,1.62,26.06,9.73
395.004,1.63,26.08,9.71
395.504,1.84,26.04,9.71
396.004,1.71,26.06,9.78
396.509,1.65,26.08,9.71
397.014,1.52,26.09,9.88
397.519,1.76,26.07,9.91
398.024,1.63,26.07,9.81
398.529,1.65,26.07,9.7
399.034,1.54,26.09,9.89
399.539,1.53,26.08,9.74
400.044,1.63,26.06,9.68
400.549,1.47,26.09,9.77
401.054,1.8,26.04,9.71
401.559,2.46,25.98,9.8
402.064,2.36,25.97,9.74
402.569,2.25,26.0,9.92
403.075,2.21,26.03,9.82
403.579,2.4,26.02,9.86
404.084,2.13,26.03,9.81
404.589,2.25,26.03,9.79
405.095,2.22,26.04,9.67
405.595,1.99,26.07,9.84
406.104,2.16,26.06,9.93
406.604,2.26,26.05,9.93
407.115,2.25,26.03,9.82
407.619,2.3,26.03,9.83
408.124,2.32,26.03,9.79
408.629,2.18,26.05,9.73
409.135,1.93,26.07,9.86
409.639,1.84,26.08,9.85
410.144,2.04,26.06,9.78
410.649,2.13,26.05,9.84
411.154,2.45,26.0,9.71
411.659,2.28,26.02,9.73
412.164,2.5,26.01,9.78
412.669,2.6,26.01,9.73
413.175,2.52,26.01,9.9
413.679,2.38,26.03,9.78
414.184,2.27,26.05,9.65
414.689,2.22,26.05,9.74
415.195,2.4,26.04,9.8
415.709,2.25,26.03,9.8
416.209,2.18,26.06,9.71
416.718,2.41,26.03,9.75
417.218,2.61,26.0,9.8
417.719,2.46,26.02,9.86
418.224,2.52,26.02,9.61
418.729,2.4,26.02,9.69
419.236,2.37,26.05,9.9
419.739,2.61,26.01,9.78
420.244,2.58,26.0,9.73
420.749,2.67,26.0,9.76
421.255,2.7,26.0,9.92
421.759,2.6,26.02,9.87
422.264,2.87,26.0,9.79
422.769,2.75,26.0,9.81
423.274,2.8,26.01,9.78
423.779,2.8,26.0,9.81
424.284,2.79,26.01,9.77
424.789,2.77,26.01,9.78
425.305,2.8,26.01,9.81
425.805,2.84,26.01,9.94
426.305,2.7,26.03,9.7
426.809,2.63,26.04,9.83
427.314,2.52,26.05,9.77
427.819,2.55,26.04,9.76
428.324,2.62,26.03,9.69
428.829,2.56,26.02,9.79
429.334,2.61,26.03,9.76
429.839,2.6,26.03,9.73
430.344,2.54,26.03,9.82
430.849,2.46,26.04,9.72
431.354,2.44,26.04,9.72
431.859,2.42,26.04,9.8
432.364,2.42,26.04,9.89
432.869,2.37,26.04,9.85
433.375,2.42,26.03,9.81
433.879,2.48,26.03,9.82
434.384,2.35,26.04,9.74
434.889,2.21,26.07,9.81
435.394,2.18,26.06,9.7
435.899,2.29,26.04,9.73
436.404,2.12,26.06,9.74
436.909,2.1,26.07,9.87
437.415,2.12,26.05,9.92
437.919,2.23,26.04,9.75
438.424,2.24,26.04,9.77
438.929,2.26,26.04,9.83
439.435,2.19,35.21,9.85
439.939,2.21,41.02,9.65
440.444,2.18,32.11,9.78
440.949,2.12,25.04,9.55
441.455,2.16,21.33,9.75
441.959,2.15,19.71,10.02
442.464,2.29,19.06,9.85
442.969,2.32,18.81,9.82
443.475,2.35,18.72,9.81
443.979,2.35,18.69,9.66
444.484,2.31,18.7,9.78
444.989,2.09,28.73,9.76
445.495,2.03,57.21,9.83
445.999,2.11,50.37,9.8
446.504,1.94,41.19,9.91
447.009,1.88,34.94,9.78
447.514,1.92,31.23,9.81
448.019,1.98,29.08,9.77
448.524,1.89,27.86,9.79
449.029,1.85,27.15,9.82
449.534,2.09,26.69,9.8
450.039,2.14,26.42,9.8
450.544,2.05,26.28,9.7
451.049,1.84,26.22,9.81
451.554,1.54,26.2,9.72
452.059,1.64,26.16,9.82
452.564,1.56,26.13,9.8
453.069,1.47,26.12,9.73
453.574,1.68,26.08,9.86
454.079,1.61,26.08,9.9
454.585,1.61,26.07,9.85
455.089,1.69,26.06,9.81
455.594,1.74,26.05,9.77
456.099,1.69,26.07,9.77
456.599,1.65,26.06,9.77
457.109,1.97,26.02,9.79
457.609,1.74,26.07,9.84
458.119,1.94,26.04,9.7
458.625,1.93,26.04,9.83
459.129,1.96,26.04,9.75
459.634,2.25,26.02,9.79
460.139,2.04,26.03,9.79
460.644,2.17,26.03,9.84
461.149,2.41,26.01,9.81
461.654,2.24,26.03,9.8
462.159,2.38,26.01,9.8
462.664,2.25,26.03,9.8
463.169,2.41,26.03,9.69
463.674,2.1,26.07,9.67
464.179,2.06,26.08,9.64
464.684,1.78,26.09,9.78
465.189,1.79,26.09,9.75
465.694,2.11,26.05,9.81
466.199,1.96,26.06,9.74
466.714,1.94,26.05,9.8
467.214,1.91,26.05,9.77
467.723,1.92,26.05,9.85
468.223,1.87,26.07,9.78
468.724,1.92,26.06,9.82
469.229,1.82,26.07,9.78
469.734,1.94,26.06,9.87
470.239,2.0,26.05,9.76
470.744,1.83,26.06,9.86
471.249,1.7,26.09,9.76
471.754,1.78,26.08,9.88
472.259,1.64,26.09,9.78
472.764,1.46,26.11,9.83
473.269,1.39,26.11,9.71
473.774,1.33,26.1,9.58
474.279,1.36,26.1,9.86
474.784,1.1,26.12,9.73
475.289,1.13,26.12,9.87
475.794,1.07,26.12,9.74
476.299,1.02,26.12,9.72
476.804,1.09,26.1,9.82
477.309,1.01,26.1,9.81
477.814,1.07,26.1,9.69
478.319,1.15,26.09,9.75
478.824,1.0,26.11,9.78
479.329,0.92,26.12,9.85
479.834,0.79,26.13,9.78
480.339,0.97,26.11,9.9
480.844,0.78,26.12,9.85
481.35,0.79,26.12,9.56
481.854,0.79,26.12,9.81
482.359,0.47,26.17,9.8
482.864,0.9,26.09,9.79
483.369,0.95,26.07,9.89
483.874,0.84,26.11,9.81
484.379,0.97,26.1,9.74
484.884,1.19,26.07,9.84
485.389,1.18,26.06,9.84
485.894,1.23,26.07,9.77
486.394,1.06,26.09,9.8
486.904,0.99,26.11,9.81
487.41,1.08,26.1,9.81
487.914,1.22,26.07,9.68
488.419,1.26,26.07,9.72
488.924,1.54,26.04,9.89
489.429,1.26,26.07,9.75
489.934,1.45,26.07,9.85
490.439,1.43,26.06,9.75
490.945,1.7,26.04,9.9
491.449,1.72,26.03,9.84
491.954,1.66,26.05,9.72
492.459,1.46,26.09,9.72
492.964,1.46,26.1,9.63
493.47,1.63,26.06,9.73
493.974,1.7,26.05,9.55
494.479,1.54,26.06,9.8
494.984,1.66,26.06,9.7
495.489,1.46,26.08,9.84
495.994,1.5,26.08,9.86
496.499,1.62,26.06,9.79
497.004,1.65,26.06,9.76
497.51,1.68,26.06,9.76
498.014,1.69,26.06,9.8
498.519,1.69,26.07,9.74
499.024,1.59,26.08,9.74
499.529,1.49,26.09,9.76
500.034,1.58,26.08,9.76
500.539,1.35,26.1,9.74
501.044,1.33,26.1,9.72
501.549,1.33,26.1,9.87
502.054,1.44,26.08,9.97
502.559,1.44,26.07,9.72
503.064,1.37,26.09,9.78
503.569,1.14,26.11,9.76
504.074,1.35,26.08,9.79
504.579,1.31,26.09,9.81
505.084,1.26,26.11,9.93
505.59,1.19,26.1,9.89
506.094,1.32,26.08,9.79
506.594,1.27,26.08,9.79
507.104,1.31,26.08,9.63
507.604,1.32,26.08,9.78
508.114,0.8,26.15,9.82
508.619,0.82,26.15,9.82
509.124,0.78,26.14,9.87
509.629,0.89,26.12,9.61
510.134,0.86,26.11,9.68
510.639,0.86,26.11,9.79
511.144,0.73,26.13,9.83
511.649,0.78,26.12,9.71
512.154,0.76,26.12,9.82
512.659,0.63,26.13,9.81
513.164,0.57,26.13,9.89
513.669,0.61,26.13,9.83
514.174,0.34,26.16,9.77
514.679,0.28,26.17,9.89
515.184,0.43,26.13,9.79
515.689,0.42,26.13,9.78
516.194,0.26,26.15,9.93
516.709,0.2,26.16,9.83
517.209,0.12,26.16,9.94
517.718,0.11,26.17,9.86
518.218,-0.02,26.17,9.91
518.719,0.3,26.12,9.84
519.224,0.03,26.15,9.72
519.729,0.24,26.13,9.84
520.234,0.77,26.06,9.8
520.739,0.86,26.05,9.8
521.244,0.96,26.06,9.81
521.75,1.07,26.05,9.8
522.254,1.42,26.02,9.81
522.759,1.29,26.04,9.75
523.264,1.66,26.02,9.89
523.769,1.59,26.03,9.73
524.274,1.44,26.05,9.75
524.779,1.43,26.08,9.85
525.284,1.54,26.07,9.74
525.789,1.54,26.07,9.81
526.294,1.43,26.08,9.7
526.808,1.42,26.09,9.8
527.308,1.31,26.1,9.79
527.809,1.34,26.1,9.83
528.314,1.22,26.11,9.83
528.819,1.22,26.1,9.73
529.324,1.26,26.08,9.87
529.829,1.22,26.1,9.75
530.334,1.26,26.09,9.84
530.839,1.29,26.09,9.85
531.344,1.14,26.1,9.75
531.849,1.2,26.09,9.82
532.354,1.18,26.1,9.78
532.859,1.1,26.1,9.83
533.364,1.18,26.09,9.69
533.869,1.21,26.09,9.77
534.374,1.28,26.08,9.79
534.879,1.15,26.1,9.8
535.384,1.1,26.1,9.8
535.889,1.15,26.1,9.85
536.394,1.17,26.1,9.77
536.899,1.12,26.1,9.74
537.404,1.15,26.1,9.75
537.909,1.17,26.09,9.87
538.414,1.19,26.09,9.85
538.919,1.2,26.08,9.81
539.424,1.11,26.1,9.8
539.929,1.07,26.11,9.75
540.434,1.03,26.1,9.81
540.939,0.99,26.11,9.8
541.444,1.11,26.1,9.81
541.949,1.04,26.09,9.81
542.454,1.24,26.08,9.91
542.959,1.27,26.07,9.7
543.465,1.3,26.07,9.85
543.969,1.25,26.08,9.75
544.474,1.3,26.08,9.78
544.979,1.17,26.1,9.79
545.484,1.18,26.1,9.8
545.989,1.05,26.11,9.71
546.494,1.07,26.11,9.83
546.999,0.98,26.12,9.76
547.504,0.9,26.13,9.77
548.009,0.62,26.16,9.88
548.514,0.56,26.17,9.69
549.019,0.72,26.13,9.84
549.524,0.76,26.12,9.84
550.029,0.86,26.08,9.76
550.534,0.7,26.11,9.78
551.039,0.54,26.13,9.66
551.544,0.81,26.11,9.78
552.05,0.7,26.1,9.9
552.554,0.66,26.1,9.76
553.059,0.96,26.1,9.81
553.564,0.79,26.1,9.65
554.069,0.8,26.1,9.79
554.575,0.97,26.09,10.05
555.079,1.19,26.06,9.87
555.584,1.11,26.08,10.05
556.089,1.08,26.08,9.69
556.595,1.07,26.1,9.63
557.099,1.15,26.08,9.72
557.599,1.26,26.07,9.85
558.109,1.13,26.09,9.76
558.609,1.16,26.1,9.75
559.119,1.01,26.11,9.76
559.624,0.99,26.11,9.76
560.129,0.7,26.15,9.95
560.635,0.78,26.14,9.79
561.139,0.69,26.13,9.77
561.644,0.72,26.14,9.79
562.149,0.66,26.13,9.75
562.655,0.79,26.11,9.77
563.159,0.65,26.12,9.8
563.664,0.51,26.14,9.86
564.169,0.86,26.1,9.77
564.674,0.69,26.1,9.83
565.179,0.98,26.08,9.75
565.684,1.04,26.07,9.77
566.189,1.13,26.07,9.77
566.694,1.09,26.08,9.85
567.209,1.12,26.08,9.44
567.714,1.14,26.09,9.85
568.214,1.16,26.09,9.78
568.724,1.16,26.08,9.78
569.224,1.32,26.06,9.51
569.724,1.33,26.07,10.03
570.229,1.24,26.09,9.59
570.734,1.36,26.08,9.73
571.239,1.31,26.08,9.67
571.744,1.22,26.09,9.78
572.249,1.28,26.09,9.71
572.754,1.11,26.11,9.87
573.259,1.05,26.11,9.79
573.764,0.91,26.13,9.84
574.269,1.21,26.09,9.8
574.774,1.23,26.07,9.87
575.279,1.23,26.08,9.73
575.784,1.12,26.1,9.76
576.289,1.15,26.09,9.68
576.794,1.13,26.1,9.72
577.299,1.22,26.09,9.76
577.804,1.2,26.09,9.72
578.309,1.02,26.1,9.67
578.814,0.88,26.13,9.68
579.319,0.86,26.13,9.79
579.824,0.87,26.13,9.79
580.329,0.83,26.12,9.89
580.834,0.77,26.12,9.76
581.339,0.81,26.12,9.77
581.844,0.8,26.12,9.75
582.349,0.62,26.14,9.82
582.854,0.9,26.1,9.78
583.359,0.42,26.15,9.77
583.864,0.35,26.17,9.8
584.369,0.52,26.15,9.94
584.875,0.33,26.14,9.79
585.379,0.67,26.09,9.79
585.884,0.69,26.1,9.84
586.389,0.64,26.12,9.92
586.895,0.65,26.12,9.72
587.399,0.52,26.14,9.69
587.904,0.76,26.1,9.74
588.409,0.61,26.13,9.81
588.914,0.79,26.1,9.84
589.42,0.37,26.14,9.84
589.924,0.73,26.12,9.86
590.429,0.73,26.1,9.75
590.935,0.81,26.09,9.84
591.439,0.45,26.15,9.75
591.944,0.75,26.11,9.74
592.449,0.72,26.1,9.76
592.955,0.82,26.1,9.78
593.459,0.83,26.09,9.86
593.965,0.62,26.12,9.81
594.469,0.68,26.13,9.55
594.974,0.6,26.13,9.66
595.479,0.87,26.1,9.8
595.984,0.68,26.11,9.94
596.489,0.86,26.09,9.79
596.994,0.73,26.1,9.83
597.499,0.74,26.12,9.77
598.004,0.69,26.12,9.8
598.509,0.5,26.15,9.81
599.014,0.72,26.11,9.82
599.519,0.79,26.1,9.82
600.024,0.86,26.09,9.92
600.529,0.68,26.12,9.74
601.034,0.48,26.14,9.84
601.539,0.62,26.14,9.69
602.044,0.84,26.08,9.84
602.549,0.46,26.14,9.78
603.054,0.76,26.11,9.8
603.559,0.64,26.12,9.83
604.064,0.89,26.09,9.84
604.569,0.78,26.1,9.89
605.074,0.65,26.11,9.76
605.579,0.7,26.12,9.85
606.084,0.74,26.11,9.79
606.589,0.56,26.13,9.91
607.094,0.83,26.1,9.59
607.599,0.98,26.07,9.93
608.104,0.72,26.12,9.93
608.604,0.98,26.08,9.84
609.114,1.04,26.08,9.73
609.614,1.15,26.07,9.91
610.124,0.93,26.11,9.81
610.629,0.89,26.12,9.81
612.144,0.88,26.11,9.81
612.649,0.85,26.11,9.78
613.154,0.48,26.15,9.9
613.659,0.81,26.12,9.81
614.164,0.83,26.1,9.75
614.669,0.73,26.12,9.83
615.174,0.8,26.1,9.8
615.679,0.66,26.13,9.83
616.184,0.65,26.13,9.81
616.689,0.41,26.16,9.78
617.194,0.69,26.13,9.81
617.709,0.76,26.1,9.75
618.209,0.7,26.1,9.73
618.719,0.57,26.13,9.77
619.219,0.89,26.09,9.81
619.729,0.88,26.09,9.86
620.229,0.96,26.08,9.83
620.729,0.9,26.1,9.85
621.234,1.0,26.09,9.79
621.739,0.97,26.08,9.86
622.244,0.88,26.1,9.82
622.749,0.65,26.14,9.78
623.254,0.67,26.14,9.75
