t_s,alt_m_asl,lat_deg,lon_deg,acc_z_m_s2,vel_z_m_s,state_pz_m,motor_angle_deg
1004.219,8.824,0.0,0.0,-7.778,-8.718,-3.775,0.0
1005.23,8.99,0.0,0.0,-7.906,-8.356,-3.645,0.0
1006.239,8.74,0.0,0.0,-7.624,-8.106,-3.629,0.0
1007.249,8.907,0.0,0.0,-6.83,-7.831,-3.623,0.0
1008.259,8.99,0.0,0.0,-6.679,-7.527,-3.604,0.0
1009.249,9.074,0.0,0.0,-6.491,-7.102,-3.481,0.0
1010.259,8.74,0.0,0.0,-6.24,-6.875,-3.549,0.0
1011.271,8.824,0.0,0.0,-5.774,-6.608,-3.615,0.0
1012.281,8.824,0.0,0.0,-5.65,-6.263,-3.569,0.0
1013.291,8.824,0.0,0.0,-4.626,-5.826,-3.57,0.0
1014.323,8.907,0.0,0.0,-4.904,-5.258,-3.497,0.0
1015.334,8.657,0.0,0.0,-4.371,-4.924,-3.596,0.0
1016.344,9.074,0.0,0.0,-3.379,-4.519,-3.495,0.0
1017.355,8.824,0.0,0.0,-3.652,-4.276,-3.583,0.0
1018.345,8.907,0.0,0.0,-3.594,-3.917,-3.492,0.0
1019.354,8.824,0.0,0.0,-3.351,-3.649,-3.419,0.0
1020.365,8.824,0.0,0.0,-2.792,-3.49,-3.461,0.0
1021.371,8.99,0.0,0.0,-3.198,-3.348,-3.444,0.0
1022.383,8.99,0.0,0.0,-3.221,-3.291,-3.4,0.0
1023.391,8.824,0.0,0.0,-3.196,-3.384,-3.457,0.0
1024.401,8.824,0.0,0.0,-3.232,-3.409,-3.386,0.0
1025.433,8.74,0.0,0.0,-3.831,-3.767,-3.545,0.0
1026.439,8.824,0.0,0.0,-4.227,-3.946,-3.43,0.0
1027.449,8.824,0.0,0.0,-4.593,-4.372,-3.464,0.0
1028.459,8.824,0.0,0.0,-4.908,-4.896,-3.524,0.0
1029.469,8.99,0.0,0.0,-5.515,-5.36,-3.441,0.0
1030.46,8.824,0.0,0.0,-6.24,-5.868,-3.519,0.0
1031.47,8.657,0.0,0.0,-6.299,-6.428,-3.698,0.0
1032.481,8.824,0.0,0.0,-6.134,-6.504,-3.587,0.0
1033.492,8.907,0.0,0.0,-6.947,-6.816,-3.615,0.0
1034.523,8.907,0.0,0.0,-6.792,-7.067,-3.571,0.0
1035.534,8.824,0.0,0.0,-6.998,-7.309,-3.6,0.0
1036.544,8.907,0.0,0.0,-7.001,-7.419,-3.618,0.0
1037.554,8.99,0.0,0.0,-7.527,-7.485,-3.569,0.0
1038.544,8.99,0.0,0.0,-7.533,-7.567,-3.537,0.0
1039.554,8.74,0.0,0.0,-7.537,-7.803,-3.704,0.0
1040.565,9.074,0.0,0.0,-7.48,-7.641,-3.519,0.0
1041.575,9.074,0.0,0.0,-7.352,-7.631,-3.502,0.0
1042.586,8.907,0.0,0.0,-7.562,-7.699,-3.659,0.0
1043.623,8.99,0.0,0.0,-7.207,-7.426,-3.54,0.0
1044.629,8.74,0.0,0.0,-7.204,-7.523,-3.649,0.0
1045.639,8.99,0.0,0.0,-7.085,-7.317,-3.544,0.0
1046.649,8.99,0.0,0.0,-6.98,-7.209,-3.601,0.0
1047.659,8.907,0.0,0.0,-6.438,-6.92,-3.626,0.0
1048.65,8.907,0.0,0.0,-5.94,-6.534,-3.588,0.0
1049.66,8.907,0.0,0.0,-5.786,-6.12,-3.55,0.0
1050.671,8.99,0.0,0.0,-5.063,-5.564,-3.47,0.0
1051.681,8.99,0.0,0.0,-4.582,-5.117,-3.467,0.0
1052.691,8.99,0.0,0.0,-3.929,-4.579,-3.506,0.0
1053.728,8.824,0.0,0.0,-3.485,-4.081,-3.483,0.0
1054.739,8.824,0.0,0.0,-3.17,-3.724,-3.57,0.0
1055.749,9.074,0.0,0.0,-2.73,-3.146,-3.421,0.0
1056.759,8.907,0.0,0.0,-2.569,-2.874,-3.449,0.0
1057.75,9.074,0.0,0.0,-2.357,-2.481,-3.347,0.0
1058.759,8.907,0.0,0.0,-2.007,-2.301,-3.392,0.0
1059.771,8.907,0.0,0.0,-1.949,-2.094,-3.363,0.0
1060.781,8.99,0.0,0.0,-2.064,-2.102,-3.451,0.0
1061.794,8.824,0.0,0.0,-2.242,-2.128,-3.456,0.0
1062.823,8.74,0.0,0.0,-2.224,-2.371,-3.518,0.0
1063.835,8.99,0.0,0.0,-2.703,-2.592,-3.414,0.0
1064.844,8.99,0.0,0.0,-3.244,-3.004,-3.479,0.0
1065.854,8.824,0.0,0.0,-3.869,-3.494,-3.594,0.0
1066.844,8.824,0.0,0.0,-4.272,-3.94,-3.586,0.0
1067.854,8.657,0.0,0.0,-4.357,-4.376,-3.583,0.0
1068.866,8.907,0.0,0.0,-4.838,-4.723,-3.51,0.0
1069.876,8.824,0.0,0.0,-5.2,-5.237,-3.623,0.0
1070.886,8.574,0.0,0.0,-6.148,-5.749,-3.678,0.0
1071.918,8.657,0.0,0.0,-6.475,-6.162,-3.71,0.0
1072.928,8.907,0.0,0.0,-6.505,-6.345,-3.522,0.0
1073.939,8.657,0.0,0.0,-6.578,-6.91,-3.774,0.0
1074.95,8.99,0.0,0.0,-6.922,-7.055,-3.628,0.0
1075.959,8.74,0.0,0.0,-7.228,-7.311,-3.682,0.0
1076.949,8.824,0.0,0.0,-7.479,-7.422,-3.656,0.0
1077.959,8.74,0.0,0.0,-7.032,-7.514,-3.754,0.0
1078.97,8.99,0.0,0.0,-6.585,-7.27,-3.534,0.0
1079.981,8.99,0.0,0.0,-6.97,-7.267,-3.568,0.0
1080.991,8.74,0.0,0.0,-6.741,-7.268,-3.693,0.0
1082.023,8.824,0.0,0.0,-6.615,-7.062,-3.658,0.0
1083.034,8.907,0.0,0.0,-6.121,-6.773,-3.608,0.0
1084.044,8.74,0.0,0.0,-5.832,-6.663,-3.675,0.0
1085.054,8.907,0.0,0.0,-6.063,-6.3,-3.615,0.0
1086.044,8.99,0.0,0.0,-4.783,-5.782,-3.541,0.0
1087.054,8.99,0.0,0.0,-4.207,-5.181,-3.418,0.0
1088.065,8.824,0.0,0.0,-4.209,-4.754,-3.514,0.0
1089.077,8.74,0.0,0.0,-3.793,-4.265,-3.527,0.0
1090.086,8.824,0.0,0.0,-3.409,-3.748,-3.539,0.0
1091.096,8.824,0.0,0.0,-1.975,-3.208,-3.494,0.0
1092.128,8.824,0.0,0.0,-2.178,-2.726,-3.474,0.0
1093.134,8.907,0.0,0.0,-1.65,-2.172,-3.353,0.0
1094.144,9.157,0.0,0.0,-1.367,-1.774,-3.271,0.0
1095.154,9.157,0.0,0.0,-1.465,-1.574,-3.295,0.0
1096.145,8.907,0.0,0.0,-1.471,-1.549,-3.359,0.0
1097.155,8.824,0.0,0.0,-1.474,-1.607,-3.476,0.0
1098.166,8.824,0.0,0.0,-1.656,-1.708,-3.522,0.0
1099.176,8.99,0.0,0.0,-2.107,-1.836,-3.35,0.0
1100.186,8.907,0.0,0.0,-2.753,-2.33,-3.405,0.0
1101.196,8.824,0.0,0.0,-2.963,-2.791,-3.435,0.0
1102.229,8.99,0.0,0.0,-3.458,-3.265,-3.421,0.0
1103.239,8.99,0.0,0.0,-3.858,-3.78,-3.458,0.0
1104.251,8.74,0.0,0.0,-4.208,-4.309,-3.518,0.0
1105.259,8.907,0.0,0.0,-4.866,-4.779,-3.536,0.0
1106.254,8.907,0.0,0.0,-5.301,-5.155,-3.488,0.0
1107.264,9.074,0.0,0.0,-5.979,-5.562,-3.44,0.0
1108.276,8.99,0.0,0.0,-6.003,-6.024,-3.547,0.0
1109.287,8.907,0.0,0.0,-5.884,-6.181,-3.519,0.0
1110.296,8.824,0.0,0.0,-6.22,-6.369,-3.559,0.0
1111.329,8.824,0.0,0.0,-6.13,-6.389,-3.585,0.0
1112.339,8.99,0.0,0.0,-6.34,-6.413,-3.608,0.0
1113.35,8.907,0.0,0.0,-5.96,-6.323,-3.556,0.0
1114.359,9.074,0.0,0.0,-5.705,-6.212,-3.551,0.0
1115.353,8.907,0.0,0.0,-5.76,-5.971,-3.537,0.0
1116.36,9.074,0.0,0.0,-5.013,-5.617,-3.448,0.0
1117.371,8.824,0.0,0.0,-5.256,-5.396,-3.534,0.0
1118.381,8.99,0.0,0.0,-4.315,-4.973,-3.384,0.0
1119.391,9.074,0.0,0.0,-3.747,-4.694,-3.494,0.0
1120.401,8.657,0.0,0.0,-3.81,-4.433,-3.584,0.0
1121.408,8.907,0.0,0.0,-3.454,-3.803,-3.391,0.0
1122.441,8.99,0.0,0.0,-2.5,-3.355,-3.376,0.0
1123.451,8.99,0.0,0.0,-2.088,-2.815,-3.334,0.0
1124.462,9.074,0.0,0.0,-1.984,-2.376,-3.342,0.0
1125.457,8.907,0.0,0.0,-1.508,-2.02,-3.37,0.0
1126.472,9.074,0.0,0.0,-1.333,-1.554,-3.258,0.0
1127.488,8.824,0.0,0.0,-1.025,-1.485,-3.388,0.0
1128.525,8.907,0.0,0.0,-1.271,-1.269,-3.296,0.0
1129.539,8.907,0.0,0.0,-1.238,-1.278,-3.297,0.0
1130.553,8.907,0.0,0.0,-1.514,-1.429,-3.329,0.0
1131.547,9.074,0.0,0.0,-1.542,-1.588,-3.265,0.0
1132.562,8.907,0.0,0.0,-2.098,-1.933,-3.317,0.0
1133.578,9.157,0.0,0.0,-2.473,-2.31,-3.257,0.0
1134.593,9.157,0.0,0.0,-2.702,-2.676,-3.254,0.0
1135.63,8.907,0.0,0.0,-3.32,-3.221,-3.399,0.0
1136.645,8.99,0.0,0.0,-3.761,-3.604,-3.367,0.0
1137.659,8.99,0.0,0.0,-4.421,-4.027,-3.371,0.0
1138.655,8.824,0.0,0.0,-4.241,-4.409,-3.475,0.0
1139.67,8.907,0.0,0.0,-4.535,-4.614,-3.384,0.0
1140.685,8.824,0.0,0.0,-4.902,-4.962,-3.474,0.0
1141.723,9.157,0.0,0.0,-5.294,-5.08,-3.34,0.0
1142.735,8.824,0.0,0.0,-5.238,-5.375,-3.424,0.0
1143.748,8.907,0.0,0.0,-5.262,-5.509,-3.477,0.0
1144.759,8.824,0.0,0.0,-5.193,-5.541,-3.53,0.0
1145.75,8.907,0.0,0.0,-5.001,-5.469,-3.499,0.0
1146.761,8.99,0.0,0.0,-5.113,-5.345,-3.38,0.0
1147.771,8.99,0.0,0.0,-4.876,-5.21,-3.433,0.0
1148.781,9.074,0.0,0.0,-4.115,-4.934,-3.362,0.0
1149.792,8.74,0.0,0.0,-4.398,-4.893,-3.53,0.0
1150.823,8.907,0.0,0.0,-4.413,-4.455,-3.394,0.0
1151.834,8.824,0.0,0.0,-3.002,-4.116,-3.455,0.0
1152.845,8.99,0.0,0.0,-3.165,-3.654,-3.402,0.0
1153.857,9.24,0.0,0.0,-3.09,-3.12,-3.277,0.0
1154.848,8.99,0.0,0.0,-2.331,-2.722,-3.329,0.0
1155.854,9.074,0.0,0.0,-1.702,-2.244,-3.278,0.0
1156.866,8.907,0.0,0.0,-1.204,-1.872,-3.308,0.0
1157.877,9.074,0.0,0.0,-1.01,-1.52,-3.35,0.0
1158.887,9.074,0.0,0.0,-0.609,-1.132,-3.227,0.0
1159.923,8.99,0.0,0.0,-0.646,-0.993,-3.279,0.0
1160.929,9.074,0.0,0.0,-0.735,-0.878,-3.267,0.0
1161.943,8.99,0.0,0.0,-0.881,-0.914,-3.333,0.0
1162.954,8.99,0.0,0.0,-0.974,-0.898,-3.235,0.0
1163.94,9.157,0.0,0.0,-1.338,-1.124,-3.21,0.0
1164.951,8.824,0.0,0.0,-1.994,-1.589,-3.353,0.0
1165.965,9.157,0.0,0.0,-2.278,-1.815,-3.216,0.0
1166.976,9.407,0.0,0.0,-2.283,-2.144,-3.163,0.0
1167.988,9.074,0.0,0.0,-3.183,-2.721,-3.335,0.0
1169.019,8.907,0.0,0.0,-3.344,-3.166,-3.365,0.0
1170.029,9.157,0.0,0.0,-3.678,-3.477,-3.297,0.0
1171.039,9.157,0.0,0.0,-4.002,-3.834,-3.327,0.0
1172.051,9.074,0.0,0.0,-4.203,-4.192,-3.351,0.0
1173.042,8.907,0.0,0.0,-4.58,-4.565,-3.465,0.0
1174.057,8.99,0.0,0.0,-4.653,-4.702,-3.376,0.0
1175.072,9.157,0.0,0.0,-4.794,-4.8,-3.301,0.0
1176.082,9.074,0.0,0.0,-4.771,-5.025,-3.405,0.0
1177.092,9.074,0.0,0.0,-4.769,-5.074,-3.386,0.0
1178.123,8.824,0.0,0.0,-5.081,-5.229,-3.492,0.0
1179.134,8.99,0.0,0.0,-4.82,-5.12,-3.481,0.0
1180.147,9.074,0.0,0.0,-4.779,-4.903,-3.357,0.0
1181.158,9.24,0.0,0.0,-4.029,-4.524,-3.237,0.0
1182.147,8.99,0.0,0.0,-3.839,-4.386,-3.36,0.0
1183.16,8.99,0.0,0.0,-3.675,-4.059,-3.375,0.0
1184.173,8.99,0.0,0.0,-3.328,-3.627,-3.327,0.0
1185.184,9.24,0.0,0.0,-2.455,-3.04,-3.193,0.0
1186.196,8.907,0.0,0.0,-2.455,-2.721,-3.33,0.0
1187.228,9.157,0.0,0.0,-1.461,-2.166,-3.175,0.0
1188.235,9.074,0.0,0.0,-1.116,-1.799,-3.243,0.0
8.633,10.323,0.0,0.0,-4.216,-36.393,-157.089,0.0
10.329,10.323,0.0,0.0,-4.513,-44.046,-187.751,0.0
11.324,9.157,0.0,0.0,-4.648,2.708,-0.943,0.0
12.339,9.157,0.0,0.0,-3.489,-1.694,-1.238,0.0
13.377,8.99,0.0,0.0,-3.676,-3.186,-1.365,0.0
14.392,8.907,0.0,0.0,-3.172,-3.486,-1.367,0.0
15.386,9.074,0.0,0.0,-3.422,-3.443,-1.316,0.0
16.401,9.074,0.0,0.0,-3.499,-3.538,-1.406,0.0
17.416,9.24,0.0,0.0,-3.316,-3.445,-1.305,0.0
18.43,9.074,0.0,0.0,-3.487,-3.434,-1.285,0.0
19.465,9.24,0.0,0.0,-3.598,-3.553,-1.344,0.0
20.476,9.157,0.0,0.0,-3.452,-3.636,-1.314,0.0
21.491,9.157,0.0,0.0,-3.727,-3.803,-1.32,0.0
22.497,9.074,0.0,0.0,-3.954,-4.009,-1.396,0.0
23.487,9.24,0.0,0.0,-4.269,-4.183,-1.353,0.0
24.497,9.323,0.0,0.0,-4.781,-4.484,-1.331,0.0
25.502,9.074,0.0,0.0,-5.345,-4.723,-1.31,0.0
26.514,9.074,0.0,0.0,-5.151,-5.154,-1.418,0.0
27.524,9.157,0.0,0.0,-6.642,-5.539,-1.441,0.0
28.534,9.157,0.0,0.0,-5.82,-5.837,-1.462,0.0
29.566,8.907,0.0,0.0,-5.769,-6.033,-1.404,0.0
30.579,8.99,0.0,0.0,-6.51,-6.358,-1.481,0.0
31.592,9.157,0.0,0.0,-5.737,-6.683,-1.544,0.0
32.605,8.99,0.0,0.0,-6.922,-6.898,-1.559,0.0
33.598,9.24,0.0,0.0,-7.189,-7.016,-1.433,0.0
34.608,9.074,0.0,0.0,-7.626,-7.333,-1.512,0.0
35.62,9.157,0.0,0.0,-7.913,-7.499,-1.501,0.0
36.629,9.157,0.0,0.0,-6.698,-7.609,-1.491,0.0
37.663,8.99,0.0,0.0,-6.929,-7.999,-1.617,0.0
38.677,8.824,0.0,0.0,-7.997,-8.124,-1.668,0.0
39.688,9.074,0.0,0.0,-7.657,-8.162,-1.516,0.0
40.697,9.074,0.0,0.0,-8.156,-8.344,-1.586,0.0
41.686,9.074,0.0,0.0,-8.524,-8.376,-1.494,0.0
42.692,8.99,0.0,0.0,-8.462,-8.611,-1.633,0.0
43.7,8.99,0.0,0.0,-8.529,-8.597,-1.596,0.0
44.714,9.074,0.0,0.0,-9.056,-8.599,-1.518,0.0
45.725,9.074,0.0,0.0,-8.678,-8.807,-1.566,0.0
46.734,8.99,0.0,0.0,-8.647,-8.821,-1.574,0.0
8.65,10.156,0.0,0.0,-18.997,-164.32,-710.683,0.0
10.386,10.156,0.0,0.0,-19.473,-198.126,-854.405,0.0
11.402,9.074,0.0,0.0,-19.784,14.487,-0.419,0.0
12.393,8.99,0.0,0.0,-19.464,-7.34,-1.42,0.0
13.404,9.157,0.0,0.0,-19.56,-15.736,-1.691,0.0
14.419,8.99,0.0,0.0,-19.278,-18.557,-1.805,0.0
15.434,8.99,0.0,0.0,-18.728,-19.471,-1.954,0.0
16.471,8.99,0.0,0.0,-18.658,-19.48,-1.899,0.0
17.486,8.99,0.0,0.0,-18.049,-19.158,-1.862,0.0
18.501,8.824,0.0,0.0,-17.037,-18.747,-1.942,0.0
19.494,8.824,0.0,0.0,-16.722,-18.222,-1.925,0.0
20.503,8.907,0.0,0.0,-16.648,-17.738,-1.848,0.0
21.517,8.907,0.0,0.0,-15.988,-17.211,-1.87,0.0
22.529,8.907,0.0,0.0,-15.751,-16.721,-1.867,0.0
23.565,8.824,0.0,0.0,-15.015,-16.291,-1.955,0.0
24.577,8.99,0.0,0.0,-15.233,-15.665,-1.782,0.0
25.589,8.99,0.0,0.0,-14.027,-15.275,-1.779,0.0
26.597,8.74,0.0,0.0,-13.155,-14.86,-1.863,0.0
27.586,9.074,0.0,0.0,-13.468,-14.311,-1.755,0.0
28.593,8.907,0.0,0.0,-13.876,-14.084,-1.828,0.0
29.602,8.907,0.0,0.0,-12.484,-13.59,-1.725,0.0
30.614,8.824,0.0,0.0,-12.262,-13.236,-1.74,0.0
31.624,8.824,0.0,0.0,-11.193,-12.992,-1.728,0.0
32.634,8.907,0.0,0.0,-12.21,-12.665,-1.729,0.0
33.666,8.824,0.0,0.0,-11.586,-12.39,-1.696,0.0
34.677,8.907,0.0,0.0,-10.973,-12.187,-1.69,0.0
35.687,8.99,0.0,0.0,-11.326,-11.826,-1.599,0.0
36.697,8.907,0.0,0.0,-11.365,-11.854,-1.707,0.0
37.687,8.99,0.0,0.0,-9.625,-11.722,-1.689,0.0
38.697,9.074,0.0,0.0,-11.52,-11.434,-1.556,0.0
39.708,8.74,0.0,0.0,-11.238,-11.417,-1.704,0.0
40.722,9.157,0.0,0.0,-10.265,-11.151,-1.526,0.0
41.735,8.99,0.0,0.0,-10.876,-11.201,-1.596,0.0
42.772,9.074,0.0,0.0,-10.364,-11.138,-1.633,0.0
43.786,9.074,0.0,0.0,-10.062,-10.941,-1.583,0.0
44.8,8.824,0.0,0.0,-10.662,-10.873,-1.634,0.0
45.791,8.99,0.0,0.0,-9.811,-10.864,-1.636,0.0
46.804,8.907,0.0,0.0,-10.064,-10.754,-1.64,0.0
47.819,9.074,0.0,0.0,-10.607,-10.569,-1.462,0.0
48.834,8.824,0.0,0.0,-10.184,-10.626,-1.585,0.0
49.872,8.657,0.0,0.0,-10.416,-10.615,-1.621,0.0
50.888,9.074,0.0,0.0,-10.202,-10.415,-1.515,0.0
51.903,9.157,0.0,0.0,-10.56,-10.387,-1.524,0.0
52.897,8.907,0.0,0.0,-10.658,-10.399,-1.572,0.0
53.912,8.99,0.0,0.0,-9.579,-10.18,-1.505,0.0
54.927,9.074,0.0,0.0,-9.057,-10.01,-1.496,0.0
55.966,8.824,0.0,0.0,-10.335,-10.18,-1.66,0.0
56.981,8.907,0.0,0.0,-9.746,-10.24,-1.664,0.0
57.996,8.74,0.0,0.0,-10.142,-10.226,-1.636,0.0
58.991,8.824,0.0,0.0,-9.68,-10.255,-1.615,0.0
60.005,9.24,0.0,0.0,-9.598,-10.171,-1.503,0.0
61.02,9.24,0.0,0.0,-9.621,-10.273,-1.532,0.0
62.036,9.24,0.0,0.0,-9.948,-10.155,-1.546,0.0
63.073,8.74,0.0,0.0,-9.685,-10.307,-1.664,0.0
64.088,8.824,0.0,0.0,-10.252,-10.029,-1.553,0.0
65.103,9.157,0.0,0.0,-10.265,-9.881,-1.488,0.0
66.097,9.074,0.0,0.0,-9.86,-9.966,-1.496,0.0
67.112,8.907,0.0,0.0,-9.713,-10.007,-1.593,0.0
68.127,8.74,0.0,0.0,-9.279,-10.019,-1.563,0.0
69.142,8.99,0.0,0.0,-10.023,-10.076,-1.552,0.0
70.179,8.99,0.0,0.0,-8.614,-10.098,-1.575,0.0
71.194,8.907,0.0,0.0,-10.47,-10.214,-1.543,0.0
72.209,8.907,0.0,0.0,-9.671,-10.142,-1.536,0.0
73.203,8.99,0.0,0.0,-10.051,-10.143,-1.533,0.0
74.218,8.74,0.0,0.0,-8.709,-10.191,-1.628,0.0
75.234,9.157,0.0,0.0,-9.338,-10.03,-1.54,0.0
76.271,9.074,0.0,0.0,-9.782,-10.019,-1.511,0.0
77.286,8.99,0.0,0.0,-9.643,-9.933,-1.523,0.0
78.301,8.74,0.0,0.0,-9.875,-10.198,-1.685,0.0
79.295,8.824,0.0,0.0,-9.465,-10.237,-1.72,0.0
80.31,8.99,0.0,0.0,-9.04,-10.142,-1.68,0.0
81.326,9.157,0.0,0.0,-9.794,-10.045,-1.525,0.0
82.341,8.907,0.0,0.0,-8.898,-10.073,-1.504,0.0
83.378,8.907,0.0,0.0,-9.519,-10.111,-1.578,0.0
84.393,9.074,0.0,0.0,-9.818,-10.019,-1.554,0.0
85.387,8.74,0.0,0.0,-9.3,-10.035,-1.662,0.0
86.399,9.157,0.0,0.0,-9.838,-10.08,-1.565,0.0
87.414,8.824,0.0,0.0,-9.27,-10.192,-1.616,0.0
88.426,8.907,0.0,0.0,-9.897,-10.295,-1.653,0.0
89.434,8.907,0.0,0.0,-9.312,-10.211,-1.591,0.0
90.469,8.907,0.0,0.0,-9.172,-10.084,-1.587,0.0
91.482,9.24,0.0,0.0,-10.027,-9.804,-1.444,0.0
92.493,8.907,0.0,0.0,-8.97,-9.81,-1.597,0.0
93.486,9.157,0.0,0.0,-9.7,-9.785,-1.5,0.0
94.497,9.074,0.0,0.0,-8.443,-9.676,-1.499,0.0
95.509,8.99,0.0,0.0,-8.735,-9.85,-1.574,0.0
96.52,8.824,0.0,0.0,-10.0,-10.046,-1.617,0.0
97.532,8.824,0.0,0.0,-9.92,-10.161,-1.632,0.0
98.539,8.824,0.0,0.0,-9.565,-10.21,-1.708,0.0
99.572,8.99,0.0,0.0,-10.089,-9.86,-1.502,0.0
100.582,8.99,0.0,0.0,-10.927,-9.898,-1.529,0.0
101.593,8.824,0.0,0.0,-9.229,-10.079,-1.604,0.0
102.602,8.824,0.0,0.0,-10.194,-10.18,-1.66,0.0
103.593,8.99,0.0,0.0,-9.549,-10.16,-1.544,0.0
104.604,8.99,0.0,0.0,-10.34,-10.227,-1.589,0.0
105.614,8.99,0.0,0.0,-9.719,-10.259,-1.626,0.0
106.624,8.99,0.0,0.0,-10.421,-10.063,-1.532,0.0
107.634,8.907,0.0,0.0,-8.776,-10.158,-1.626,0.0
108.666,8.99,0.0,0.0,-9.682,-10.037,-1.511,0.0
109.677,8.824,0.0,0.0,-8.941,-10.116,-1.659,0.0
110.688,8.99,0.0,0.0,-9.712,-10.055,-1.578,0.0
111.698,9.074,0.0,0.0,-9.316,-9.839,-1.491,0.0
112.689,8.99,0.0,0.0,-9.32,-9.847,-1.566,0.0
113.697,8.907,0.0,0.0,-8.815,-9.894,-1.584,0.0
114.708,8.99,0.0,0.0,-9.447,-9.919,-1.505,0.0
115.719,8.907,0.0,0.0,-9.499,-10.103,-1.622,0.0
116.729,9.074,0.0,0.0,-9.012,-9.922,-1.529,0.0
117.739,8.99,0.0,0.0,-9.477,-10.111,-1.606,0.0
118.772,8.907,0.0,0.0,-9.543,-10.174,-1.595,0.0
119.783,8.99,0.0,0.0,-9.681,-10.126,-1.545,0.0
120.793,8.99,0.0,0.0,-9.43,-10.086,-1.63,0.0
121.802,8.99,0.0,0.0,-9.852,-10.11,-1.621,0.0
122.792,8.824,0.0,0.0,-9.836,-10.222,-1.647,0.0
123.804,8.74,0.0,0.0,-9.503,-10.209,-1.634,0.0
124.814,8.907,0.0,0.0,-10.482,-10.175,-1.601,0.0
125.824,8.74,0.0,0.0,-9.643,-10.062,-1.642,0.0
126.834,8.907,0.0,0.0,-9.272,-10.04,-1.626,0.0
127.866,8.74,0.0,0.0,-9.713,-10.193,-1.687,0.0
128.877,8.74,0.0,0.0,-10.511,-10.09,-1.628,0.0
129.887,8.907,0.0,0.0,-9.658,-10.061,-1.601,0.0
130.897,8.907,0.0,0.0,-9.218,-10.174,-1.646,0.0
131.887,8.99,0.0,0.0,-8.835,-10.087,-1.591,0.0
132.897,9.074,0.0,0.0,-10.274,-10.114,-1.627,0.0
133.91,8.907,0.0,0.0,-9.357,-10.067,-1.565,0.0
134.919,8.99,0.0,0.0,-10.819,-10.192,-1.54,0.0
135.929,8.99,0.0,0.0,-9.923,-10.205,-1.625,0.0
136.962,8.824,0.0,0.0,-9.861,-10.183,-1.656,0.0
137.972,8.824,0.0,0.0,-8.858,-10.079,-1.653,0.0
138.982,9.157,0.0,0.0,-9.619,-9.976,-1.504,0.0
139.993,8.74,0.0,0.0,-10.351,-10.231,-1.668,0.0
141.003,8.824,0.0,0.0,-9.339,-10.15,-1.696,0.0
141.993,8.907,0.0,0.0,-9.821,-10.163,-1.663,0.0
143.002,8.907,0.0,0.0,-10.649,-10.218,-1.635,0.0
144.014,8.657,0.0,0.0,-9.38,-10.398,-1.725,0.0
145.024,8.824,0.0,0.0,-10.048,-10.446,-1.721,0.0
146.034,9.157,0.0,0.0,-9.823,-10.166,-1.566,0.0
147.067,8.824,0.0,0.0,-9.861,-10.232,-1.676,0.0
148.077,8.74,0.0,0.0,-10.151,-10.238,-1.677,0.0
149.087,8.74,0.0,0.0,-9.084,-10.258,-1.688,0.0
150.097,8.99,0.0,0.0,-9.588,-10.113,-1.614,0.0
151.088,8.824,0.0,0.0,-9.639,-10.042,-1.635,0.0
152.097,8.657,0.0,0.0,-9.338,-9.942,-1.696,0.0
153.108,8.74,0.0,0.0,-9.122,-9.835,-1.682,0.0
154.12,8.657,0.0,0.0,-9.313,-9.824,-1.66,0.0
155.129,8.907,0.0,0.0,-9.126,-9.776,-1.595,0.0
156.139,8.907,0.0,0.0,-9.412,-9.939,-1.623,0.0
157.145,8.99,0.0,0.0,-9.179,-9.903,-1.609,0.0
158.177,8.74,0.0,0.0,-8.612,-10.042,-1.733,0.0
159.187,8.907,0.0,0.0,-10.146,-10.158,-1.66,0.0
160.197,8.907,0.0,0.0,-9.929,-10.222,-1.708,0.0
161.207,8.824,0.0,0.0,-10.19,-10.093,-1.613,0.0
162.198,8.74,0.0,0.0,-9.496,-10.213,-1.784,0.0
163.203,8.657,0.0,0.0,-9.284,-10.189,-1.779,0.0
164.213,8.74,0.0,0.0,-9.687,-10.198,-1.825,0.0
165.224,8.824,0.0,0.0,-8.497,-10.002,-1.738,0.0
166.234,8.74,0.0,0.0,-10.049,-10.156,-1.793,0.0
167.266,8.574,0.0,0.0,-9.054,-10.086,-1.748,0.0
168.278,8.824,0.0,0.0,-9.606,-9.992,-1.703,0.0
169.288,8.907,0.0,0.0,-10.087,-10.051,-1.729,0.0
170.297,8.907,0.0,0.0,-9.582,-10.164,-1.728,0.0
171.287,8.824,0.0,0.0,-9.972,-10.241,-1.779,0.0
172.297,9.074,0.0,0.0,-9.82,-10.096,-1.607,0.0
173.309,8.907,0.0,0.0,-10.016,-10.295,-1.658,0.0
174.319,8.907,0.0,0.0,-10.069,-10.203,-1.721,0.0
175.324,8.74,0.0,0.0,-10.178,-10.1,-1.737,0.0
8.56,9.823,0.0,0.0,-10.774,-92.228,-394.734,0.0
10.261,9.906,0.0,0.0,-10.591,-110.242,-472.431,0.0
11.274,8.74,0.0,0.0,-10.598,7.668,-0.733,0.0
12.288,8.657,0.0,0.0,-10.409,-4.254,-1.239,0.0
13.3,8.824,0.0,0.0,-10.624,-8.775,-1.395,0.0
14.292,8.657,0.0,0.0,-10.892,-10.48,-1.581,0.0
15.306,8.574,0.0,0.0,-10.964,-11.132,-1.607,0.0
