State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,MAX-M10S - Time of Day,DPS310 - Pres (hPa),DPS310 - Temp (C),DPS310 - Alt ASL (m),DPS310 - Alt AGL (m),BMI088andLIS3MDL - AccX (m/s^2),BMI088andLIS3MDL - AccY (m/s^2),BMI088andLIS3MDL - AccZ (m/s^2),BMI088andLIS3MDL - GyroX (rad/s),BMI088andLIS3MDL - GyroY (rad/s),BMI088andLIS3MDL - GyroZ (rad/s),BMI088andLIS3MDL - MagX (uT),BMI088andLIS3MDL - MagY (uT),BMI088andLIS3MDL - MagZ (uT),BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,Flight Computer Voltage - Raw Voltage (V),Flight Computer Voltage - Real Voltage (V)
9.679,0,0,0.476,-9.451,3.178,-0.630,11.519,-2.203,0.289,-5.892,7.797,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.684,38.758,46.414,0.018,-9.769,-0.395,0.050,-0.017,0.000,-0.102,-2997.000,1970.000,2609.000,0.658,0.254,-0.673,0.223,3.242,8.105
9.880,0,0,0.227,-4.600,1.543,-0.632,11.998,-1.568,0.397,-5.874,7.769,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.698,38.764,46.296,-0.100,-9.740,-0.388,-0.007,0.002,-0.060,-0.102,-3016.000,1946.000,2671.000,0.656,0.256,-0.675,0.221,3.235,8.089
10.081,0,0,0.065,-1.454,0.725,-0.619,11.365,-0.471,0.186,-5.852,7.747,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.695,38.787,46.325,-0.071,-9.704,-0.338,0.108,0.028,0.072,-0.017,-3043.000,1940.000,2604.000,0.660,0.252,-0.673,0.221,3.258,8.145
10.282,0,0,-0.034,0.447,0.373,-0.556,10.017,0.805,0.248,-5.856,7.802,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.701,38.764,46.271,-0.125,-9.747,-0.438,0.151,-0.036,-0.017,-0.081,-3180.000,1983.000,2664.000,0.655,0.255,-0.675,0.222,3.297,8.242
10.483,0,0,-0.088,1.462,0.325,-0.475,8.235,2.081,0.230,-6.036,7.630,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.699,38.784,46.288,-0.108,-9.726,-0.345,-0.029,-0.083,0.083,0.051,-3175.000,1981.000,2634.000,0.660,0.258,-0.667,0.230,3.300,8.250
10.684,0,0,-0.115,1.868,0.454,-0.436,6.262,3.283,-0.031,-6.165,7.550,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.695,38.768,46.324,-0.072,-9.740,-0.215,0.302,-0.009,-0.023,0.058,-3195.000,1932.000,2654.000,0.655,0.251,-0.672,0.238,3.294,8.234
10.885,0,0,-0.122,1.873,0.673,-0.315,4.319,4.399,0.365,-5.975,7.668,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.690,38.772,46.363,-0.033,-9.711,-0.546,-0.151,-0.062,0.051,-0.019,-3160.000,2007.000,2556.000,0.658,0.263,-0.665,0.234,3.252,8.129
11.086,0,0,-0.113,1.632,0.930,-0.229,2.486,5.407,0.202,-5.888,7.808,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.686,38.778,46.398,0.002,-9.769,-0.481,0.122,0.119,-0.058,0.038,-2972.000,1913.000,2683.000,0.656,0.254,-0.673,0.228,3.281,8.202
11.287,0,0,-0.095,1.251,1.283,-0.136,0.788,6.337,0.278,-5.967,7.804,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.659,38.769,46.624,0.228,-9.819,-0.409,0.036,0.006,-0.068,0.070,-3006.000,1933.000,2731.000,0.656,0.251,-0.673,0.231,3.294,8.234
11.488,0,0,-0.074,0.803,1.624,-0.070,-0.712,7.143,0.179,-5.863,7.904,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.647,38.780,46.729,0.333,-9.833,-0.381,0.208,0.087,0.028,-0.092,-2991.000,1944.000,2684.000,0.656,0.248,-0.677,0.221,3.223,8.056
11.689,0,0,-0.051,0.339,1.833,0.013,-1.993,7.745,0.310,-5.702,7.949,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.663,38.782,46.590,0.193,-9.776,-0.474,-0.014,0.028,0.026,0.013,-3142.000,1979.000,2708.000,0.661,0.248,-0.674,0.218,3.258,8.145
11.890,0,0,-0.029,-0.110,2.022,0.048,-3.095,8.243,0.118,-5.700,7.927,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.660,38.794,46.621,0.218,-9.754,-0.424,0.129,0.019,0.081,0.023,-3165.000,1997.000,2632.000,0.663,0.245,-0.673,0.217,3.248,8.121
12.091,0,0,-0.012,-0.531,2.121,0.052,-4.094,8.593,-0.003,-6.028,7.868,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.678,38.794,46.467,0.093,-9.905,-0.323,0.165,-0.100,0.094,0.092,-3058.000,1936.000,2728.000,0.663,0.247,-0.669,0.228,3.219,8.048
12.292,0,0,0.001,-0.915,2.190,0.084,-4.911,8.847,0.160,-5.889,7.747,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.685,38.798,46.407,0.046,-9.726,-0.359,0.036,-0.004,0.000,0.011,-3167.000,2002.000,2654.000,0.662,0.248,-0.670,0.228,3.300,8.250
12.493,0,0,0.015,-1.253,2.394,0.132,-5.544,9.201,0.271,-5.650,7.952,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.651,38.806,46.692,0.346,-9.740,-0.582,0.158,0.047,-0.038,-0.124,-2951.000,1930.000,2690.000,0.656,0.253,-0.678,0.217,3.216,8.040
12.694,0,0,0.030,-1.540,2.557,0.184,-6.035,9.508,0.318,-5.515,8.136,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.650,38.802,46.704,0.371,-9.826,-0.381,0.065,0.209,0.081,-0.164,-3085.000,1931.000,2744.000,0.663,0.242,-0.680,0.199,3.294,8.234
12.895,0,0,0.045,-1.780,2.632,0.226,-6.438,9.678,0.298,-5.559,7.980,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.662,38.797,46.602,0.272,-9.726,-0.302,0.036,-0.026,0.006,-0.085,-2969.000,1927.000,2655.000,0.664,0.241,-0.678,0.204,3.271,8.177
13.096,0,0,0.060,-1.976,2.706,0.259,-6.700,9.869,0.281,-5.249,8.223,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.657,38.792,46.639,0.300,-9.733,-0.718,0.122,-0.009,-0.045,0.070,-3128.000,1994.000,2661.000,0.660,0.241,-0.681,0.205,3.242,8.105
13.297,0,0,0.070,-2.132,2.725,0.242,-6.927,9.979,0.056,-5.385,8.148,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.664,38.804,46.580,0.211,-9.747,-0.546,0.302,0.009,0.098,0.083,-2965.000,1869.000,2609.000,0.662,0.237,-0.680,0.207,3.258,8.145
13.498,0,0,0.078,-2.265,2.687,0.272,-7.214,9.947,0.308,-5.947,7.692,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.675,38.811,46.494,0.091,-9.726,0.007,-0.180,-0.089,-0.038,0.026,-3004.000,1901.000,2622.000,0.667,0.236,-0.672,0.221,3.219,8.048
13.699,0,0,0.084,-2.387,2.664,0.261,-7.517,9.889,0.112,-6.272,7.470,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.672,38.811,46.518,0.097,-9.747,0.280,-0.266,-0.060,0.055,-0.021,-3042.000,1856.000,2546.000,0.674,0.234,-0.661,0.231,3.239,8.097
16.993,0,0,0.426,-36.568,42.243,-0.067,-12.096,10.231,-0.048,-5.844,7.814,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.626,38.835,46.905,0.452,-9.754,-0.230,0.129,0.021,-0.053,0.002,-4939.000,542.000,1833.000,0.666,0.234,-0.670,0.228,3.142,7.855
17.194,0,0,0.037,-3.455,2.788,-0.147,-3.762,0.408,0.101,-5.609,7.933,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.623,38.843,46.923,0.456,-9.704,-0.481,0.000,0.002,0.023,0.104,-4923.000,639.000,1863.000,0.666,0.238,-0.670,0.224,3.087,7.718
17.395,0,0,0.005,-2.046,1.540,-0.107,-4.372,1.598,0.205,-5.894,7.810,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.633,38.851,46.844,0.363,-9.783,-0.266,-0.007,-0.045,0.036,-0.164,-4775.000,623.000,1805.000,0.664,0.248,-0.670,0.220,3.155,7.887
17.596,0,0,-0.008,-1.800,1.216,-0.076,-5.232,2.922,0.146,-5.924,7.722,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.641,38.853,46.777,0.255,-9.733,-0.101,-0.057,0.045,0.017,0.013,-4766.000,634.000,1777.000,0.668,0.240,-0.669,0.222,3.232,8.081
17.797,0,0,-0.014,-1.898,1.302,-0.065,-6.105,4.219,0.045,-6.008,7.597,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.618,38.857,46.968,0.409,-9.682,-0.230,-0.093,-0.143,0.104,0.077,-4700.000,605.000,1807.000,0.669,0.248,-0.661,0.233,3.158,7.895
17.998,0,0,-0.019,-2.131,1.486,-0.071,-6.893,5.445,-0.051,-6.005,7.871,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.624,38.860,46.918,0.334,-9.898,-0.136,0.180,0.138,-0.026,-0.032,-4887.000,611.000,1769.000,0.665,0.237,-0.671,0.225,3.232,8.081
18.199,0,0,-0.020,-2.397,1.743,-0.046,-7.492,6.527,0.103,-5.693,7.912,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.617,38.852,46.980,0.373,-9.740,-0.381,0.000,0.013,0.004,0.117,-4907.000,650.000,1846.000,0.666,0.236,-0.671,0.225,3.181,7.952
18.400,0,0,-0.020,-2.641,1.978,-0.045,-7.986,7.397,-0.022,-5.898,7.838,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.622,38.859,46.934,0.331,-9.805,-0.294,0.093,-0.062,0.043,0.126,-4918.000,613.000,1873.000,0.666,0.238,-0.669,0.231,3.213,8.032
18.601,0,0,-0.019,-2.840,2.242,-0.038,-8.342,8.108,0.011,-5.941,7.777,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.610,38.871,47.039,0.459,-9.783,-0.230,0.129,-0.004,0.062,-0.053,-4919.000,622.000,1838.000,0.664,0.242,-0.670,0.227,3.226,8.065
18.802,0,0,-0.016,-2.986,2.336,-0.019,-8.577,8.549,0.069,-5.973,7.669,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.640,38.868,46.781,0.209,-9.718,-0.194,0.115,-0.030,-0.011,-0.002,-4763.000,625.000,1902.000,0.661,0.243,-0.671,0.230,3.148,7.871
19.003,0,0,-0.011,-3.081,2.388,0.012,-8.700,8.878,0.132,-5.922,7.746,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.645,38.861,46.739,0.138,-9.747,-0.251,-0.115,0.017,-0.043,0.234,-4890.000,607.000,1879.000,0.666,0.235,-0.667,0.236,3.184,7.960
19.204,0,0,-0.003,-3.134,2.450,0.045,-8.765,9.136,0.162,-5.999,7.727,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.637,38.871,46.812,0.166,-9.783,-0.108,-0.043,0.036,-0.028,-0.121,-4752.000,593.000,1856.000,0.665,0.239,-0.670,0.227,3.206,8.016
19.405,0,0,0.007,-3.156,2.476,0.088,-8.755,9.351,0.225,-5.862,7.921,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.639,38.873,46.794,0.103,-9.855,-0.180,0.050,0.081,-0.119,-0.081,-4779.000,553.000,1931.000,0.661,0.234,-0.678,0.221,3.181,7.952
19.606,0,0,0.021,-3.149,2.494,0.170,-8.639,9.535,0.447,-5.464,8.021,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.641,38.859,46.772,0.074,-9.704,-0.460,-0.122,0.049,-0.083,-0.083,-4716.000,585.000,1983.000,0.662,0.238,-0.679,0.211,3.129,7.823
19.807,0,0,0.037,-3.124,2.540,0.191,-8.549,9.693,0.174,-5.627,7.969,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.633,38.870,46.845,0.120,-9.754,-0.194,0.122,0.058,-0.032,0.004,-4915.000,572.000,1899.000,0.663,0.230,-0.680,0.212,3.158,7.895
20.008,0,0,0.051,-3.091,2.673,0.236,-8.465,9.894,0.327,-5.657,8.008,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.604,38.876,47.083,0.326,-9.805,-0.309,-0.108,-0.060,-0.023,-0.013,-4781.000,572.000,1907.000,0.665,0.235,-0.675,0.214,3.197,7.992
20.209,0,0,0.064,-3.057,2.685,0.253,-8.410,9.953,0.211,-5.772,7.890,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.621,38.866,46.945,0.154,-9.776,-0.208,0.057,-0.028,-0.100,0.011,-4780.000,548.000,1879.000,0.662,0.234,-0.678,0.220,3.145,7.863
20.410,0,0,0.074,-3.027,2.560,0.268,-8.368,9.892,0.222,-5.798,7.826,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.652,38.868,46.684,-0.142,-9.740,-0.187,0.086,-0.019,-0.058,-0.068,-4800.000,613.000,1834.000,0.660,0.236,-0.678,0.220,3.255,8.137
20.611,0,0,0.085,-2.998,2.529,0.313,-8.286,9.923,0.388,-5.555,7.925,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.634,38.874,46.833,-0.048,-9.675,-0.417,-0.172,0.006,0.049,-0.096,-4751.000,594.000,1843.000,0.666,0.244,-0.673,0.212,3.258,8.145
20.812,0,0,0.093,-2.971,2.627,0.295,-8.250,10.041,0.096,-5.740,7.924,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.602,38.883,47.103,0.196,-9.783,-0.187,0.029,0.047,0.023,0.064,-4888.000,606.000,1919.000,0.669,0.234,-0.672,0.215,3.148,7.871
21.013,0,0,0.095,-2.949,2.775,0.264,-8.218,10.172,0.036,-5.723,7.894,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.582,38.879,47.267,0.377,-9.747,-0.244,0.029,-0.032,0.009,0.128,-4851.000,575.000,1902.000,0.669,0.231,-0.671,0.222,3.235,8.089
21.214,0,0,0.094,-2.931,2.929,0.254,-8.199,10.269,0.135,-5.754,7.792,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.568,38.880,47.389,0.509,-9.682,-0.287,-0.057,-0.068,0.015,0.009,-4931.000,606.000,1916.000,0.668,0.238,-0.669,0.224,3.171,7.927
21.415,0,0,0.091,-2.919,3.075,0.236,-8.202,10.373,0.094,-5.838,7.930,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.555,38.888,47.496,0.621,-9.841,-0.388,-0.029,-0.043,0.053,0.060,-4722.000,561.000,1944.000,0.668,0.243,-0.667,0.225,3.226,8.065
21.616,0,0,0.086,-2.914,3.165,0.200,-8.243,10.363,-0.008,-6.017,7.624,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.554,38.892,47.501,0.627,-9.711,-0.079,0.093,-0.011,0.006,0.011,-4780.000,608.000,1930.000,0.665,0.240,-0.669,0.229,3.242,8.105
21.817,0,0,0.081,-2.916,3.134,0.209,-8.297,10.274,0.206,-6.092,7.660,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.576,38.889,47.317,0.455,-9.783,-0.223,-0.266,-0.094,-0.023,0.143,-4752.000,569.000,1930.000,0.668,0.244,-0.662,0.238,3.165,7.911
22.018,0,0,0.076,-2.929,3.213,0.167,-8.406,10.239,-0.055,-6.385,7.452,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.546,38.890,47.568,0.690,-9.812,0.115,0.136,-0.009,-0.019,-0.128,-4757.000,557.000,1903.000,0.662,0.244,-0.667,0.239,3.187,7.968
22.219,0,0,0.074,-2.940,3.294,0.243,-8.362,10.301,0.524,-5.652,7.938,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.537,38.893,47.645,0.771,-9.718,-0.790,-0.388,-0.032,0.096,-0.181,-4920.000,627.000,1848.000,0.665,0.268,-0.662,0.219,3.245,8.113
22.420,0,0,0.082,-2.943,3.229,0.291,-8.326,10.235,0.405,-5.696,7.871,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.570,38.896,47.368,0.518,-9.697,-0.654,-0.309,0.030,0.070,-0.021,-4911.000,672.000,1774.000,0.668,0.268,-0.660,0.214,3.155,7.887
22.621,0,0,0.086,-2.947,3.211,0.233,-8.395,10.169,-0.118,-6.225,7.627,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.566,38.898,47.407,0.578,-9.833,-0.280,0.409,-0.083,0.017,0.011,-4865.000,645.000,1871.000,0.657,0.262,-0.668,0.231,3.219,8.048
22.822,0,0,0.084,-2.956,3.057,0.231,-8.442,10.007,0.156,-6.132,7.590,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.597,38.904,47.143,0.282,-9.754,-0.223,0.180,0.047,0.006,-0.089,-4747.000,584.000,1848.000,0.656,0.257,-0.672,0.230,3.200,8.000
23.023,0,0,0.086,-2.971,3.069,0.279,-8.523,9.968,0.414,-6.332,7.487,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.561,38.906,47.442,0.528,-9.812,-0.093,-0.201,-0.051,0.019,-0.164,-4746.000,616.000,1877.000,0.660,0.262,-0.665,0.231,3.177,7.944
23.224,0,0,0.096,-2.982,3.096,0.353,-8.473,10.018,0.554,-5.706,7.871,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.549,38.907,47.545,0.574,-9.704,-0.532,-0.611,0.134,0.085,-0.006,-4717.000,627.000,1817.000,0.674,0.259,-0.657,0.216,3.148,7.871
23.425,0,0,0.113,-2.974,3.244,0.453,-8.288,10.254,0.726,-5.015,8.444,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.509,38.913,47.881,0.839,-9.754,-1.128,-0.747,0.141,-0.075,0.009,-4748.000,632.000,1867.000,0.676,0.262,-0.660,0.195,3.252,8.129
23.626,0,0,0.125,-2.958,3.125,0.379,-8.298,10.139,-0.120,-5.955,7.775,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.557,38.908,47.480,0.365,-9.790,-0.230,0.136,-0.100,-0.002,0.245,-4862.000,694.000,1878.000,0.670,0.246,-0.664,0.223,3.255,8.137
23.827,0,0,0.126,-2.953,3.002,0.343,-8.382,9.978,0.074,-6.308,7.450,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.562,38.913,47.435,0.273,-9.762,-0.065,-0.065,-0.164,0.019,-0.028,-4882.000,660.000,1757.000,0.666,0.254,-0.660,0.237,3.255,8.137
24.028,0,0,0.123,-2.960,2.830,0.328,-8.450,9.840,0.168,-6.250,7.641,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.580,38.927,47.287,0.077,-9.869,-0.230,-0.115,0.000,0.060,-0.109,-4834.000,616.000,1890.000,0.665,0.259,-0.660,0.232,3.219,8.048
24.229,0,0,0.127,-2.965,2.693,0.436,-8.384,9.804,0.793,-5.591,7.945,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.580,38.919,47.285,0.005,-9.647,-1.049,-0.919,-0.107,0.107,-0.036,-4856.000,723.000,1847.000,0.673,0.285,-0.646,0.219,3.255,8.137
24.430,0,0,0.132,-2.973,2.573,0.364,-8.532,9.654,-0.094,-6.668,7.239,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.581,38.925,47.280,-0.068,-9.841,-0.180,0.079,-0.166,0.045,0.083,-4713.000,637.000,1821.000,0.663,0.279,-0.649,0.246,3.132,7.831
24.631,0,0,0.128,-2.998,2.472,0.322,-8.696,9.488,0.048,-6.799,6.966,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.578,38.919,47.301,-0.105,-9.733,-0.144,0.022,-0.130,-0.032,0.006,-4719.000,624.000,1887.000,0.654,0.281,-0.652,0.262,3.177,7.944
24.832,0,0,0.120,-3.035,2.512,0.272,-8.849,9.444,-0.008,-6.821,6.949,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.548,38.931,47.552,0.142,-9.733,-0.287,-0.057,-0.092,0.117,0.143,-4731.000,637.000,1936.000,0.656,0.284,-0.645,0.270,3.248,8.121
25.033,0,0,0.119,-3.069,2.447,0.386,-8.874,9.438,0.801,-6.247,7.520,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.569,38.926,47.377,-0.051,-9.733,-1.013,-0.690,0.019,-0.094,-0.036,-4891.000,701.000,1808.000,0.654,0.301,-0.647,0.251,3.261,8.153
25.234,0,0,0.124,-3.098,2.348,0.366,-8.959,9.316,0.147,-6.607,7.028,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.582,38.932,47.267,-0.176,-9.632,-0.532,-0.043,-0.047,0.051,0.149,-4886.000,738.000,1754.000,0.652,0.296,-0.647,0.261,3.171,7.927
25.435,0,0,0.126,-3.132,2.271,0.364,-9.104,9.221,0.240,-6.972,6.995,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.580,38.931,47.284,-0.198,-9.876,-0.093,-0.201,0.081,0.034,-0.051,-4723.000,647.000,1817.000,0.656,0.287,-0.648,0.259,3.252,8.129
25.636,0,0,0.129,-3.165,2.212,0.397,-9.155,9.185,0.426,-6.572,7.165,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1007.583,38.937,47.263,-0.217,-9.711,-0.381,-0.510,0.051,0.004,0.053,-4893.000,696.000,1774.000,0.662,0.285,-0.644,0.255,3.248,8.121
