State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,MAX-M10S - Time of Day,DPS310 - Pres (hPa),DPS310 - Temp (C),DPS310 - Alt ASL (m),DPS310 - Alt AGL (m),BMI088andLIS3MDL - AccX (m/s^2),BMI088andLIS3MDL - AccY (m/s^2),BMI088andLIS3MDL - AccZ (m/s^2),BMI088andLIS3MDL - GyroX (rad/s),BMI088andLIS3MDL - GyroY (rad/s),BMI088andLIS3MDL - GyroZ (rad/s),BMI088andLIS3MDL - MagX (uT),BMI088andLIS3MDL - MagY (uT),BMI088andLIS3MDL - MagZ (uT),BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,Flight Computer Voltage - Raw Voltage (V),Flight Computer Voltage - Real Voltage (V)
2586.031,6,6,0.544,-1.009,-2.143,1.577,-3.139,10.961,1.268,-2.791,8.278,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.212,41.909,42.005,-4.849,-2.356,0.639,-8.483,-0.141,0.072,0.028,-3228.000,194.000,2894.000,-0.882,-0.453,0.098,-0.084,3.184,7.960
2586.232,6,6,0.555,-1.055,-2.066,1.575,-3.113,11.406,1.028,-1.847,10.335,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.215,41.915,41.976,-4.878,-2.033,-0.079,-10.351,0.032,0.064,-0.066,-3224.000,112.000,2852.000,-0.881,-0.461,0.091,-0.060,3.116,7.790
2586.433,6,6,0.559,-1.083,-2.003,1.567,-3.167,11.654,1.033,-2.345,9.757,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.219,41.918,41.949,-4.905,-2.514,0.108,-9.769,-0.058,-0.062,-0.026,-3206.000,77.000,2941.000,-0.878,-0.464,0.101,-0.065,3.119,7.798
2586.634,6,6,0.555,-1.100,-1.970,1.489,-3.144,11.726,0.692,-2.027,9.171,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.223,41.923,41.913,-4.941,-2.622,-0.215,-9.043,0.011,0.045,0.023,-3361.000,37.000,3036.000,-0.877,-0.462,0.114,-0.059,3.094,7.734
2586.835,6,6,0.551,-1.116,-1.925,1.557,-3.282,11.871,1.418,-2.881,9.607,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.218,41.912,41.955,-4.899,-2.816,0.474,-9.718,-0.070,-0.015,0.026,-3281.000,214.000,2895.000,-0.878,-0.459,0.113,-0.076,3.174,7.935
2587.036,6,6,0.543,-1.130,-1.907,1.432,-3.218,11.649,0.455,-1.914,7.884,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.218,41.914,41.952,-4.901,-2.557,-0.438,-7.700,0.062,-0.043,-0.087,-3272.000,105.000,3023.000,-0.873,-0.467,0.125,-0.069,3.106,7.766
2587.237,6,6,0.538,-1.142,-1.914,1.550,-3.344,11.622,1.653,-2.896,8.866,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.219,41.910,41.948,-4.906,-2.672,0.646,-9.065,0.011,-0.026,-0.017,-3382.000,119.000,2997.000,-0.873,-0.466,0.119,-0.083,3.135,7.839
2587.438,6,6,0.546,-1.157,-1.916,1.613,-3.343,11.748,1.401,-2.298,9.653,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.219,41.915,41.944,-4.910,-2.255,0.223,-9.762,-0.019,0.038,0.019,-3218.000,-4.000,2939.000,-0.876,-0.466,0.104,-0.073,3.181,7.952
2587.639,6,6,0.546,-1.152,-1.896,1.481,-3.115,11.860,0.430,-1.158,9.602,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.217,41.914,41.961,-4.893,-2.284,-0.797,-9.374,0.064,0.011,-0.072,-3081.000,-17.000,3075.000,-0.872,-0.474,0.116,-0.044,3.171,7.927
2587.840,6,6,0.536,-1.125,-1.880,1.452,-2.983,11.968,0.924,-1.585,9.684,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.219,41.922,41.946,-4.908,-2.299,-0.208,-9.582,-0.032,0.030,-0.149,-3123.000,28.000,2972.000,-0.865,-0.487,0.110,-0.046,3.184,7.960
2588.041,6,6,0.525,-1.089,-1.853,1.403,-2.824,11.971,0.806,-1.384,9.166,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.216,41.909,41.972,-4.882,-2.140,-0.287,-9.050,0.034,0.026,-0.132,-3294.000,15.000,3020.000,-0.859,-0.498,0.109,-0.042,3.097,7.742
2588.242,6,6,0.512,-1.049,-1.820,1.371,-2.717,12.160,0.864,-1.559,10.144,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.214,41.910,41.988,-4.866,-2.284,-0.424,-10.034,-0.160,0.026,-0.230,-3284.000,-74.000,2986.000,-0.847,-0.520,0.103,-0.047,3.158,7.895
2588.443,6,6,0.507,-1.017,-1.732,1.448,-2.720,12.255,1.394,-2.046,9.578,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.199,41.909,42.110,-4.744,-2.284,0.065,-9.625,-0.098,-0.060,-0.260,-3262.000,-200.000,2987.000,-0.832,-0.542,0.100,-0.061,3.132,7.831
2588.644,6,6,0.520,-1.006,-1.730,1.627,-2.866,12.090,1.928,-2.732,8.578,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.211,41.929,42.014,-4.840,-2.313,0.682,-8.885,-0.100,0.034,-0.273,-3208.000,-107.000,2946.000,-0.817,-0.563,0.088,-0.084,3.139,7.847
2588.845,6,6,0.550,-0.995,-1.792,1.785,-2.653,11.092,1.884,-0.925,4.242,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.210,41.914,42.018,-4.836,-0.539,0.955,-4.604,0.009,-0.081,-0.211,-3173.000,-138.000,3027.000,-0.804,-0.580,0.097,-0.085,3.161,7.903
2589.046,6,6,0.576,-0.975,-1.862,1.727,-2.668,11.286,0.862,-2.022,9.888,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.208,41.906,42.040,-4.814,-2.880,-1.121,-9.647,-0.023,0.009,-0.254,-3110.000,-152.000,2955.000,-0.786,-0.603,0.123,-0.064,3.090,7.726
2589.247,6,6,0.593,-0.969,-1.911,1.797,-2.761,11.401,1.531,-2.392,9.532,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.215,41.910,41.980,-4.874,-3.254,-0.690,-9.374,0.015,0.023,-0.317,-3259.000,-238.000,2965.000,-0.765,-0.626,0.137,-0.068,3.081,7.702
2589.448,6,6,0.621,-0.980,-1.966,2.000,-2.900,11.384,2.247,-2.649,8.941,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.224,41.916,41.903,-4.951,-3.196,-0.144,-9.043,0.051,-0.066,-0.153,-3291.000,-329.000,2753.000,-0.756,-0.633,0.141,-0.084,3.155,7.887
2589.649,6,6,0.674,-1.008,-1.985,2.351,-3.082,11.596,3.090,-2.915,10.012,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.224,41.910,41.907,-4.947,-3.117,0.294,-10.415,-0.023,-0.051,-0.211,-3121.000,-316.000,2743.000,-0.745,-0.648,0.125,-0.095,3.110,7.774
2589.850,6,6,0.742,-1.039,-1.968,2.520,-3.110,11.741,2.322,-2.216,9.682,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.222,41.920,41.923,-4.931,-2.428,-0.201,-9.905,-0.107,0.017,-0.296,-3106.000,-275.000,2790.000,-0.727,-0.673,0.107,-0.086,3.145,7.863
2590.051,6,6,0.797,-1.065,-1.966,2.549,-3.181,11.506,1.738,-2.476,7.815,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.222,41.908,41.917,-4.937,-2.586,-0.445,-7.959,-0.160,-0.030,-0.121,-3018.000,-409.000,2795.000,-0.715,-0.684,0.108,-0.096,3.158,7.895
2590.252,6,6,0.862,-1.113,-1.985,2.972,-3.597,11.525,3.823,-4.295,9.076,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.225,41.911,41.898,-4.956,-4.109,0.661,-9.905,0.015,0.058,-0.205,-3054.000,-465.000,2743.000,-0.701,-0.693,0.112,-0.124,3.165,7.911
2590.453,6,6,0.933,-1.177,-2.018,3.020,-3.704,11.551,2.100,-2.881,9.183,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.232,41.910,41.842,-5.012,-3.426,-1.350,-9.137,-0.032,-0.104,-0.194,-3006.000,-597.000,2740.000,-0.681,-0.710,0.146,-0.106,3.165,7.911
2590.654,6,6,1.000,-1.232,-2.103,3.314,-3.820,11.413,3.460,-3.035,8.517,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.248,41.909,41.705,-5.149,-3.218,0.165,-9.129,-0.124,0.045,-0.181,-3008.000,-663.000,2674.000,-0.670,-0.723,0.122,-0.119,3.184,7.960
2590.855,6,6,1.074,-1.272,-2.139,3.494,-3.779,11.320,3.036,-2.332,8.467,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.241,41.921,41.761,-5.093,-2.421,0.079,-8.971,-0.070,0.009,-0.258,-3087.000,-659.000,2648.000,-0.653,-0.742,0.102,-0.111,3.135,7.839
2591.056,6,6,1.131,-1.287,-2.159,3.480,-3.659,11.446,2.189,-1.972,9.506,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.241,41.914,41.759,-5.095,-2.507,-0.970,-9.582,0.062,0.064,-0.424,-3034.000,-617.000,2679.000,-0.621,-0.771,0.112,-0.083,3.119,7.798
2591.257,6,6,1.169,-1.284,-2.153,3.518,-3.580,11.501,2.525,-2.172,9.126,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.240,41.915,41.774,-5.080,-2.636,-0.611,-9.331,-0.145,0.066,-0.160,-3227.000,-810.000,2877.000,-0.608,-0.783,0.104,-0.087,3.171,7.927
2591.458,6,6,1.214,-1.274,-2.141,3.802,-3.541,11.437,3.833,-2.346,8.511,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.237,41.911,41.793,-5.061,-2.729,0.517,-9.216,0.000,-0.066,-0.341,-3077.000,-855.000,2806.000,-0.584,-0.800,0.087,-0.110,3.123,7.806
2591.659,6,6,1.271,-1.269,-2.178,3.958,-3.588,11.257,3.311,-2.769,8.019,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.245,41.914,41.726,-5.128,-2.974,-0.237,-8.605,-0.104,0.055,-0.162,-3208.000,-1030.000,2882.000,-0.568,-0.809,0.091,-0.119,3.184,7.960
2591.860,6,6,1.330,-1.276,-2.267,4.164,-3.714,11.150,3.682,-3.173,8.476,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.259,41.909,41.608,-5.246,-3.433,-0.575,-9.129,-0.164,0.021,-0.153,-3143.000,-1119.000,2844.000,-0.550,-0.819,0.101,-0.129,3.090,7.726
2592.061,6,6,1.401,-1.297,-2.335,4.471,-3.840,11.017,4.323,-3.217,8.169,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.261,41.902,41.598,-5.256,-3.469,-0.022,-9.151,-0.141,0.000,0.009,-3163.000,-1169.000,2763.000,-0.548,-0.819,0.095,-0.143,3.116,7.790
2592.262,6,6,1.489,-1.330,-2.418,4.830,-4.013,10.847,4.758,-3.515,7.930,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.268,41.911,41.534,-5.320,-3.793,0.101,-9.137,-0.015,-0.021,-0.019,-3307.000,-1177.000,2605.000,-0.545,-0.818,0.100,-0.155,3.177,7.944
2592.463,6,6,1.583,-1.368,-2.369,5.075,-4.117,10.816,4.378,-3.246,8.038,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.239,41.911,41.777,-5.077,-3.534,-0.201,-9.043,0.019,0.030,-0.019,-3153.000,-1225.000,2566.000,-0.543,-0.819,0.106,-0.150,3.177,7.944
2592.664,6,6,1.668,-1.392,-2.362,5.206,-4.002,10.874,3.978,-2.205,8.651,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.245,41.902,41.727,-5.127,-2.413,0.294,-9.467,0.011,0.047,0.013,-3172.000,-1269.000,2614.000,-0.549,-0.822,0.080,-0.129,3.100,7.750
2592.865,6,6,1.732,-1.389,-2.306,5.246,-3.840,11.067,3.656,-1.966,9.228,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.235,41.906,41.813,-5.041,-2.061,0.409,-9.898,-0.036,0.002,-0.113,-3125.000,-1190.000,2713.000,-0.542,-0.831,0.059,-0.113,3.084,7.710
2593.066,6,6,1.774,-1.372,-2.271,5.217,-3.758,11.166,3.395,-2.335,8.959,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.239,41.903,41.783,-5.071,-2.349,0.208,-9.575,0.015,-0.015,0.141,-3365.000,-1246.000,2651.000,-0.554,-0.823,0.059,-0.110,3.081,7.702
2593.267,6,6,1.798,-1.352,-2.244,5.201,-3.698,11.237,3.512,-2.397,8.910,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.239,41.918,41.779,-5.075,-2.536,0.194,-9.539,0.034,0.043,-0.130,-3196.000,-1210.000,2722.000,-0.544,-0.830,0.062,-0.109,3.106,7.766
2593.468,6,6,1.805,-1.327,-2.222,5.082,-3.573,11.310,3.007,-2.028,9.003,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.239,41.913,41.776,-5.078,-2.105,-0.151,-9.474,-0.036,-0.136,0.015,-3352.000,-1406.000,2823.000,-0.544,-0.830,0.066,-0.105,3.094,7.734
2593.669,6,6,1.826,-1.294,-2.225,5.476,-3.429,11.491,5.607,-1.869,9.722,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.247,41.913,41.710,-5.144,-2.471,1.997,-10.925,-0.032,-0.151,-0.068,-3315.000,-1185.000,2833.000,-0.539,-0.832,0.055,-0.123,3.084,7.710
2593.870,6,6,1.872,-1.266,-2.206,5.574,-3.463,11.460,4.225,-2.695,8.656,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.244,41.911,41.736,-5.118,-2.507,0.984,-9.632,-0.058,0.019,0.173,-3266.000,-1225.000,2909.000,-0.554,-0.822,0.038,-0.129,3.171,7.927
2594.071,6,6,1.903,-1.254,-2.222,5.513,-3.521,11.423,3.493,-2.796,8.724,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.250,41.914,41.685,-5.169,-2.543,0.180,-9.467,-0.104,0.070,-0.066,-3230.000,-1240.000,2921.000,-0.545,-0.828,0.045,-0.122,3.161,7.903
2594.272,6,6,1.912,-1.245,-2.233,5.397,-3.436,11.470,3.236,-2.058,9.127,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.251,41.911,41.680,-5.174,-1.925,0.359,-9.704,0.047,-0.045,0.058,-3295.000,-1235.000,2832.000,-0.551,-0.826,0.045,-0.107,3.113,7.782
2594.473,6,6,1.905,-1.235,-2.242,5.321,-3.454,11.389,3.423,-2.556,8.474,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.251,41.904,41.677,-5.177,-2.500,0.266,-9.151,-0.055,0.002,-0.036,-3302.000,-1166.000,2715.000,-0.546,-0.828,0.051,-0.114,3.165,7.911
2594.674,6,6,1.890,-1.229,-2.254,5.228,-3.442,11.444,3.310,-2.391,9.149,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.253,41.901,41.664,-5.190,-2.378,0.000,-9.733,-0.053,-0.015,-0.079,-3151.000,-1179.000,2624.000,-0.538,-0.834,0.056,-0.109,3.097,7.742
2594.875,6,6,1.872,-1.220,-2.244,5.197,-3.381,11.467,3.583,-2.134,8.937,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.249,41.905,41.692,-5.162,-2.313,0.302,-9.582,0.021,-0.045,-0.179,-3381.000,-1216.000,2917.000,-0.524,-0.843,0.056,-0.110,3.142,7.855
2595.076,6,6,1.853,-1.208,-2.229,5.103,-3.346,11.513,3.230,-2.235,9.060,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.248,41.899,41.705,-5.149,-2.263,0.144,-9.611,-0.055,0.096,0.126,-3282.000,-1249.000,2827.000,-0.534,-0.838,0.050,-0.103,3.181,7.952
2595.277,6,6,1.831,-1.200,-2.217,5.046,-3.364,11.519,3.369,-2.488,8.894,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.248,41.898,41.706,-5.148,-2.457,0.158,-9.517,-0.124,0.023,0.060,-3288.000,-1291.000,2979.000,-0.536,-0.835,0.050,-0.109,3.155,7.887
2598.655,6,6,23.701,-15.925,45.118,6.946,-4.711,11.158,3.377,-2.290,8.939,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.249,41.896,41.692,-5.162,-2.413,0.136,-9.524,0.064,0.023,-0.036,-3216.000,-1158.000,2922.000,-0.534,-0.837,0.057,-0.106,3.168,7.919
2598.856,6,6,2.135,-1.435,-2.507,1.655,-1.151,-0.463,3.446,-2.299,8.916,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.252,41.901,41.671,-5.183,-2.428,0.215,-9.524,-0.028,0.070,-0.038,-3361.000,-1168.000,2832.000,-0.530,-0.839,0.054,-0.106,3.097,7.742
2599.057,6,6,1.199,-0.808,-3.975,2.045,-1.383,0.922,3.583,-2.263,8.828,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.254,41.896,41.651,-5.203,-2.435,0.266,-9.481,0.009,-0.011,-0.083,-3204.000,-1219.000,2861.000,-0.523,-0.843,0.056,-0.110,3.106,7.766
2599.258,6,6,0.994,-0.669,-4.333,2.560,-1.706,2.525,3.460,-2.212,8.987,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.254,41.897,41.650,-5.204,-2.313,0.237,-9.603,-0.083,0.079,-0.087,-3351.000,-1130.000,2819.000,-0.515,-0.849,0.048,-0.107,3.132,7.831
2599.459,6,6,1.010,-0.677,-4.288,3.099,-2.059,4.093,3.558,-2.343,8.921,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.250,41.900,41.688,-5.166,-2.428,0.136,-9.582,-0.107,-0.032,-0.081,-3284.000,-1140.000,2855.000,-0.506,-0.854,0.049,-0.112,3.081,7.702
2599.660,6,6,1.123,-0.746,-4.076,3.647,-2.360,5.494,3.817,-2.221,8.658,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.251,41.902,41.678,-5.176,-2.406,0.366,-9.410,0.000,-0.083,-0.047,-3319.000,-1196.000,2897.000,-0.502,-0.855,0.050,-0.118,3.074,7.685
2599.861,6,6,1.273,-0.835,-3.810,4.079,-2.619,6.743,3.583,-2.229,8.780,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.255,41.902,41.646,-5.208,-2.349,0.151,-9.453,-0.006,-0.040,0.051,-3302.000,-1185.000,2763.000,-0.506,-0.853,0.053,-0.115,3.097,7.742
2600.062,6,6,1.426,-0.925,-3.526,4.475,-2.830,7.799,3.820,-2.253,8.802,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.253,41.891,41.662,-5.192,-2.378,0.294,-9.560,-0.119,-0.081,-0.104,-3121.000,-1251.000,2941.000,-0.495,-0.859,0.048,-0.120,3.177,7.944
2600.263,6,6,1.560,-1.001,-3.265,4.737,-2.982,8.673,3.592,-2.223,8.911,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.252,41.884,41.668,-5.185,-2.327,0.144,-9.582,0.040,-0.070,0.153,-3212.000,-1274.000,2922.000,-0.509,-0.852,0.054,-0.115,3.100,7.750
2600.464,6,6,1.666,-1.060,-3.046,4.938,-3.097,9.358,3.678,-2.275,8.929,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.253,41.902,41.662,-5.192,-2.428,0.172,-9.618,-0.019,-0.038,0.000,-3271.000,-1254.000,3092.000,-0.508,-0.852,0.055,-0.115,3.148,7.871
2600.665,6,6,1.742,-1.104,-2.873,5.056,-3.184,9.886,3.587,-2.332,8.956,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.255,41.898,41.650,-5.204,-2.413,0.208,-9.625,-0.030,0.019,0.147,-3413.000,-1155.000,3185.000,-0.520,-0.845,0.052,-0.113,3.148,7.871
2600.866,6,6,1.791,-1.133,-2.727,5.100,-3.235,10.305,3.463,-2.308,9.023,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.253,41.898,41.666,-5.188,-2.370,0.259,-9.647,-0.019,0.107,0.070,-3364.000,-1117.000,3296.000,-0.526,-0.842,0.048,-0.107,3.081,7.702
2601.067,6,6,1.820,-1.154,-2.625,5.172,-3.297,10.571,3.766,-2.469,8.789,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.255,41.905,41.643,-5.210,-2.500,0.402,-9.546,-0.075,-0.053,0.004,-3416.000,-1163.000,3258.000,-0.525,-0.842,0.047,-0.117,3.174,7.935
2601.268,6,6,1.840,-1.169,-2.531,5.228,-3.335,10.843,3.805,-2.429,9.132,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.252,41.898,41.674,-5.180,-2.428,0.438,-9.884,-0.023,0.000,0.011,-3438.000,-1155.000,3261.000,-0.525,-0.842,0.045,-0.116,3.087,7.718
2601.469,6,6,1.850,-1.177,-2.468,5.194,-3.322,10.991,3.434,-2.227,8.849,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.254,41.903,41.653,-5.201,-2.327,0.093,-9.467,0.038,-0.049,-0.098,-3306.000,-1191.000,3341.000,-0.517,-0.847,0.055,-0.111,3.084,7.710
2601.670,6,6,1.850,-1.177,-2.423,5.185,-3.278,11.089,3.589,-2.095,8.789,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.254,41.896,41.651,-5.203,-2.442,0.144,-9.410,0.121,0.011,-0.158,-3322.000,-654.000,3691.000,-0.506,-0.854,0.063,-0.108,3.181,7.952
2601.871,6,6,1.843,-1.171,-2.405,5.133,-3.255,10.969,3.385,-2.201,7.826,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.255,41.907,41.642,-5.211,-2.435,0.136,-8.461,0.006,0.019,0.136,-3294.000,-665.000,3673.000,-0.517,-0.846,0.063,-0.115,3.090,7.726
2602.072,6,6,1.834,-1.164,-2.387,5.123,-3.251,11.037,3.592,-2.293,8.753,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.252,41.902,41.671,-5.183,-2.464,0.172,-9.417,-0.021,0.036,0.051,-3213.000,-778.000,3564.000,-0.521,-0.844,0.059,-0.113,3.155,7.887
2602.273,6,6,1.822,-1.159,-2.364,5.047,-3.240,11.139,3.244,-2.247,8.984,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.251,41.892,41.678,-5.176,-2.270,0.093,-9.546,-0.100,0.107,0.098,-3407.000,-722.000,3588.000,-0.528,-0.841,0.051,-0.106,3.084,7.710
2602.474,6,6,1.807,-1.153,-2.360,5.023,-3.229,11.179,3.483,-2.247,8.805,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.255,41.896,41.643,-5.211,-2.449,0.180,-9.417,0.055,0.011,-0.083,-3402.000,-798.000,3648.000,-0.522,-0.844,0.057,-0.107,3.077,7.694
2602.675,6,6,1.794,-1.147,-2.341,5.006,-3.199,11.248,3.492,-2.135,8.935,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.252,41.897,41.667,-5.187,-2.421,0.129,-9.524,0.128,-0.030,0.017,-3349.000,-731.000,3653.000,-0.525,-0.842,0.065,-0.106,3.181,7.952
2602.876,6,6,1.785,-1.140,-2.337,5.002,-3.189,11.289,3.541,-2.227,8.905,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.256,41.902,41.638,-5.216,-2.406,0.151,-9.539,-0.047,-0.058,0.021,-3231.000,-801.000,3714.000,-0.526,-0.841,0.061,-0.111,3.158,7.895
2603.077,6,6,1.776,-1.133,-2.334,4.968,-3.147,11.337,3.375,-2.048,8.972,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.257,41.904,41.629,-5.225,-2.284,0.136,-9.532,0.087,0.015,0.000,-3249.000,-823.000,3643.000,-0.528,-0.841,0.062,-0.104,3.152,7.879
2603.278,6,6,1.767,-1.125,-2.353,4.939,-3.146,11.356,3.383,-2.244,8.942,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.263,41.900,41.575,-5.279,-2.349,0.273,-9.532,-0.070,0.117,0.064,-3216.000,-827.000,3679.000,-0.533,-0.838,0.051,-0.104,3.165,7.911
2603.479,6,6,1.757,-1.121,-2.390,4.908,-3.165,11.326,3.350,-2.329,8.763,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.271,41.892,41.516,-5.338,-2.385,0.165,-9.366,-0.075,0.021,-0.036,-3274.000,-846.000,3687.000,-0.528,-0.841,0.051,-0.108,3.087,7.718
2603.680,6,6,1.748,-1.121,-2.441,4.904,-3.173,11.308,3.469,-2.279,8.860,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.278,41.900,41.453,-5.401,-2.313,0.280,-9.503,-0.038,-0.034,0.047,-3365.000,-801.000,3620.000,-0.531,-0.838,0.051,-0.111,3.155,7.887
2603.881,6,6,1.751,-1.135,-1.773,5.032,-3.390,11.694,4.130,-3.342,8.245,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.094,41.905,42.989,-3.865,-3.627,-0.467,-9.101,-0.089,-0.053,-0.298,-3314.000,-808.000,3557.000,-0.500,-0.852,0.083,-0.134,3.135,7.839
2604.082,6,6,1.764,-1.155,-2.017,5.088,-3.352,11.482,3.798,-2.115,8.848,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.265,41.895,41.562,-5.292,-2.313,0.129,-9.582,-0.096,-0.017,0.079,-3314.000,-811.000,3596.000,-0.507,-0.851,0.064,-0.123,3.081,7.702
2604.283,6,6,1.777,-1.162,-2.175,5.100,-3.305,11.367,3.606,-2.087,8.869,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.266,41.893,41.556,-5.298,-2.363,0.036,-9.510,0.079,-0.051,0.013,-3351.000,-810.000,3621.000,-0.509,-0.850,0.067,-0.114,3.177,7.944
