t,r_x,r_y,r_z,a_x,a_y,a_z
8.354,0,0,0.06,0.09,0.09,0.41
8.454,0,0,0.21,-0.07,-0.07,0.4
8.554,0,0,0.35,0.02,0.02,0.44
8.654,0,0,0.19,0.05,0.05,0.42
8.754,0,0,0.07,0.04,0.04,0.4
8.854,0,0,0.1,0.09,0.09,0.42
8.954,0,0,0.27,-0.01,-0.01,0.41
9.054,0,0,0.26,0,0,0.4
9.154,0,0,0.16,0.11,0.11,0.39
9.254,0,0,0.14,0.05,0.05,0.42
9.354,0,0,0.01,-0.08,-0.08,0.39
9.454,0,0,0.27,0.03,0.03,0.32
9.554,0,0,0.29,0,0,0.28
9.654,0,0,0.18,0.02,0.02,0.25
9.754,0,0,0.05,0.13,0.13,0.22
9.854,0,0,-0.01,-0.03,-0.03,0.18
9.954,0,0,0.17,-0.11,-0.11,0.1
10.054,0,0,0.21,0.07,0.07,0.07
10.154,0,0,-0.1,-0.03,-0.03,0.05
10.254,0,0,-0.32,0.01,0.01,0.01
10.354,0,0,-0.39,0.1,0.1,0.01
10.454,0,0,-0.12,-0.05,-0.05,0.01
10.554,0,0,-0.08,-0.05,-0.05,0.02
10.654,0,0,-0.35,0.06,0.06,0
10.754,0,0,-0.35,-0.12,-0.12,0.01
10.854,0,0,-0.51,-0.02,-0.02,0
10.954,0,0,-0.23,0.07,0.07,0
11.054,0,0,-0.1,-0.06,-0.06,-0.01
11.154,0,0,-0.42,0.07,0.07,-0.01
11.254,0,0,-0.41,0.06,0.06,-0.01
11.354,0,0,-0.38,-0.11,-0.11,-0.01
11.454,0,0,-0.12,-0.03,-0.03,0
11.554,0,0,-0.11,0.1,0.1,0.01
11.654,0,0,-0.23,-0.03,-0.03,-0.01
11.754,0,0,-0.22,0.05,0.05,0.01
11.854,0,0,-0.36,0.01,0.01,0.02
11.954,0,0,-0.1,-0.11,-0.11,0
12.054,0,0,0.06,0.05,0.05,-0.04
12.154,0,0,-0.13,0.09,0.09,0
12.254,0,0,-0.18,0,0,0
12.354,0,0,-0.24,0.03,0.03,0.02
12.454,0,0,0.05,-0.02,-0.02,0.02
12.554,0,0,0.18,-0.1,-0.1,0.01
12.654,0,0,0.09,0.07,0.07,0
12.754,0,0,0.07,0.05,0.05,0.01
12.854,0,0,-0.01,-0.08,-0.08,0.02
12.954,0,0,0.28,0.07,0.07,0.02
13.054,0,0,0.46,0.04,0.04,0.02
13.154,0,0,0.24,-0.04,-0.04,-0.01
13.254,0,0,0.11,-0.08,-0.08,0
13.354,0,0,0.05,-0.01,-0.01,-0.01
13.454,0,0,0.38,-0.03,-0.03,0.01
13.554,0,0,0.51,0.11,0.11,-0.01
13.654,0,0,0.41,0.11,0.11,-0.01
13.754,0,0,0.31,-0.05,-0.05,0
13.854,0,0,0.14,-0.12,-0.12,0.01
13.954,0,0,0.41,-0.04,-0.04,0
14.054,0,0,0.4,0.02,0.02,0.01
14.154,0,0,0.19,0.15,0.15,0
14.254,0,0,-0.01,0.06,0.06,-0.01
14.354,0,0,-0.03,-0.09,-0.09,0.02
14.454,0,0,0.29,-0.02,-0.02,0
14.554,0,0,0.43,0,0,-0.02
14.654,0,0,0.09,-0.04,-0.04,0
14.754,0,0,-0.13,0.05,0.05,0
14.854,0,0,-0.19,0.02,0.02,0.01
14.954,0,0,0.06,-0.09,-0.09,0
15.054,0,0,0.23,-0.02,-0.02,0
15.154,0,0,-0.04,-0.07,-0.07,-0.01
15.254,0,0,-0.09,-0.09,-0.09,-0.02
15.354,0,0,-0.09,0.12,0.12,0
15.454,0,0,0,0.08,0.08,0.02
15.554,0,0,0.04,-0.01,-0.01,-0.01
15.654,0,0,-0.19,0.02,0.02,0
15.754,0,0,-0.23,-0.09,-0.09,0
15.854,0,0,-0.32,-0.13,-0.13,0
15.954,0,0,-0.07,0.09,0.09,0.01
16.054,0,0,0.13,0.18,0.18,0.01
16.154,0,0,-0.05,0.03,0.03,-0.01
16.254,0,0,-0.15,0.01,0.01,0.01
16.354,0,0,-0.21,0.02,0.02,0
16.454,0,0,0.04,-0.11,-0.11,0.02
16.554,0,0,0.17,-0.02,-0.02,0.01
16.654,0,0,-0.07,0.09,0.09,0
16.754,0,0,-0.17,-0.01,-0.01,0.01
16.854,0,0,-0.13,0.1,0.1,0.01
16.954,0,0,0.05,0.06,0.06,0
17.054,0,0,0.07,-0.14,-0.14,0.03
17.154,0,0,0,0,0,0
17.254,0,0,0.01,-0.06,-0.06,-0.02
17.354,0,0,0.11,-0.05,-0.05,0.03
17.454,0,0,0.32,-0.03,-0.03,-0.02
17.554,0,0,0.29,0.15,0.15,0.01
17.654,0,0,0.05,-0.07,-0.07,0.01
17.754,0,0,0.1,0.01,0.01,-0.01
17.854,0,0,0.09,0.03,0.03,0
17.954,0,0,0.28,-0.03,-0.03,-0.03
18.054,0,0,0.18,0.03,0.03,0
18.154,0,0,0.07,0,0,0
18.254,0,0,-0.11,-0.04,-0.04,0
18.354,0,0,-0.12,0.03,0.03,0.01
18.454,0,0,0.21,-0.03,-0.03,-0.01
18.554,0,0,0.31,-0.03,-0.03,-0.02
18.654,0,0,0.18,0.15,0.15,-0.01
18.754,0,0,0.12,-0.06,-0.06,-0.04
18.854,0,0,0.03,-0.05,-0.05,0.02
18.954,0,0,0.24,0.18,0.18,-0.01
19.054,0,0,0.24,-0.07,-0.07,0.03
19.154,0,0,0.13,-0.01,-0.01,0.04
19.254,0,0,0.13,0.03,0.03,0.01
19.354,0,0,0.17,-0.09,-0.09,-0.01
19.454,0,0,0.41,0.03,0.03,-0.02
19.554,0,0,0.54,0.1,0.1,0.01
19.654,0,0,0.3,-0.11,-0.11,0
19.754,0,0,0.16,-0.1,-0.1,0
19.854,0,0,0.02,0.13,0.13,-0.01
19.954,0,0,0.16,-0.05,-0.05,-0.03
20.054,0,0,0.21,-0.06,-0.06,0.02
20.154,0,0,-0.01,-0.01,-0.01,0.01
20.254,0,0,-0.02,-0.09,-0.09,-0.01
20.354,0,0,0.04,0,0,0.01
20.454,0,0,0.25,0.23,0.23,-0.02
20.554,0,0,0.18,-0.17,-0.17,-0.02
20.654,0,0,-0.09,-0.04,-0.04,0.01
20.754,0,0,-0.23,-0.05,-0.05,0.02
20.854,0,0,-0.19,-0.06,-0.06,-0.02
20.954,0,0,0.03,0.16,0.16,0.02
21.054,0,0,0.04,0.12,0.12,0.01
21.154,0,0,-0.27,-0.17,-0.17,0.03
21.254,0,0,-0.37,-0.1,-0.1,0
21.354,0,0,-0.43,0.02,0.02,0.02
21.454,0,0,-0.31,0.07,0.07,-0.01
21.554,0,0,-0.26,0.01,0.01,-0.01
21.654,0,0,-0.45,0.03,0.03,0.02
21.754,0,0,-0.58,-0.12,-0.12,0.01
21.854,0,0,-0.57,0.04,0.04,0
21.954,0,0,-0.32,0.11,0.11,-0.01
22.054,0,0,-0.15,-0.09,-0.09,-0.03
22.154,0,0,-0.3,-0.01,-0.01,-0.02
22.254,0,0,-0.39,0.04,0.04,-0.01
22.354,0,0,-0.31,-0.01,-0.01,-0.02
22.454,0,0,0.02,0.15,0.15,-0.01
22.554,0,0,0.23,0.03,0.03,-0.02
22.654,0,0,0.13,-0.19,-0.19,0.01
22.754,0,0,0.07,0.09,0.09,-0.01
22.854,0,0,0.04,-0.02,-0.02,-0.01
22.954,0,0,0.35,0.05,0.05,-0.03
23.054,0,0,0.43,0.02,0.02,-0.01
23.154,0,0,0.33,-0.11,-0.11,0.03
23.254,0,0,0.16,-0.09,-0.09,0.02
23.354,0,0,-0.01,0.08,0.08,0.02
23.454,0,0,0.04,0.01,0.01,-0.01
23.554,0,0,0.17,-0.05,-0.05,0
23.654,0,0,0.01,-0.07,-0.07,0.01
23.754,0,0,-0.05,-0.03,-0.03,-0.01
23.854,0,0,0,0.01,0.01,-0.01
23.954,0,0,0.25,0.2,0.2,0
24.054,0,0,0.26,-0.14,-0.14,-0.01
24.154,0,0,0.01,-0.09,-0.09,0.01
24.254,0,0,-0.08,-0.02,-0.02,0.01
24.354,0,0,-0.1,0.01,0.01,-0.01
24.454,0,0,0.11,0.01,0.01,0.02
24.554,0,0,0.08,0.09,0.09,-0.01
24.654,0,0,0.02,-0.15,-0.15,0.01
24.754,0,0,-0.06,-0.08,-0.08,0
24.854,0,0,-0.14,0.2,0.2,-0.01
24.954,0,0,0.1,-0.04,-0.04,-0.02
25.054,0,0,0.24,-0.02,-0.02,-0.02
25.154,0,0,-0.01,0.01,0.01,0
25.254,0,0,-0.17,-0.06,-0.06,-0.01
25.354,0,0,-0.23,-0.03,-0.03,-0.02
25.454,0,0,0.01,0.19,0.19,-0.02
25.554,0,0,0.04,-0.12,-0.12,0.01
25.654,0,0,-0.11,-0.11,-0.11,0.01
25.754,0,0,-0.15,0.1,0.1,0.01
25.854,0,0,-0.16,-0.11,-0.11,0
25.954,0,0,0,0.04,0.04,-0.01
26.054,0,0,0.17,0.13,0.13,0.01
26.154,0,0,-0.01,-0.18,-0.18,0.01
26.254,0,0,-0.05,0.11,0.11,0.03
26.354,0,0,0,0.03,0.03,0
26.454,0,0,0.14,-0.12,-0.12,-0.02
26.554,0,0,0.2,0.09,0.09,0.01
26.654,0,0,0.16,-0.02,-0.02,0
26.754,0,0,0.08,-0.06,-0.06,0.01
26.854,0,0,-0.07,0.16,0.16,0.03
26.954,0,0,0.2,0.01,0.01,0
27.054,0,0,0.45,-0.06,-0.06,-0.01
27.154,0,0,0.2,0,0,-0.02
27.254,0,0,0.07,0.02,0.02,0.01
27.354,0,0,0.05,-0.01,-0.01,-0.02
27.454,0,0,0.23,0.06,0.06,0
27.554,0,0,0.36,-0.12,-0.12,0.01
27.654,0,0,0.06,-0.07,-0.07,0
27.754,0,0,-0.18,0.09,0.09,0.01
27.854,0,0,-0.32,0.05,0.05,-0.02
27.954,0,0,-0.14,0.09,0.09,0.01
28.054,0,0,-0.11,0,0,0.01
28.154,0,0,-0.24,-0.15,-0.15,0
28.254,0,0,-0.28,0.01,0.01,0
28.354,0,0,-0.27,-0.03,-0.03,0.02
28.454,0,0,0.01,0.03,0.03,0
28.554,0,0,0.15,0.07,0.07,0.01
28.654,0,0,0.04,0.05,0.05,0.03
28.754,0,0,-0.19,-0.04,-0.04,0.02
28.854,0,0,-0.21,0,0,-0.01
28.954,0,0,0.21,0,0,0
29.054,0,0,0.55,-0.08,-0.08,0.01
29.154,0,0,0.46,0.13,0.13,0
29.254,0,0,0.36,0.07,0.07,0.01
29.354,0,0,0.33,-0.05,-0.05,0
29.454,0,0,0.69,0.03,0.03,0
29.554,0,0,0.75,-0.12,-0.12,-0.01
29.654,0,0,0.57,0.01,0.01,-0.02
29.754,0,0,0.38,0.05,0.05,-0.01
29.854,0,0,0.23,0.03,0.03,0.02
29.954,0,0,0.29,-0.17,-0.17,-0.01
30.054,0,0,0.38,0.14,0.14,-0.03
30.154,0,0,0.29,-0.09,-0.09,-0.01
30.254,0,0,0.34,-0.03,-0.03,0
30.354,0,0,0.25,-0.03,-0.03,0.01
30.454,0,0,0.31,-0.03,-0.03,-0.02
30.554,0,0,0.31,0.01,0.01,-0.01
30.654,0,0,0.13,0.09,0.09,-0.03
30.754,0,0,-0.03,-0.13,-0.13,-0.01
30.854,0,0,-0.11,-0.1,-0.1,0
30.954,0,0,0.09,0.05,0.05,0
31.054,0,0,0.09,-0.06,-0.06,-0.01
31.154,0,0,-0.05,0,0,-0.01
31.254,0,0,-0.19,0.08,0.08,-0.01
31.354,0,0,-0.26,-0.13,-0.13,0
31.454,0,0,-0.03,-0.04,-0.04,-0.01
31.554,0,0,0.08,0.09,0.09,-0.01
31.654,0,0,-0.22,-0.04,-0.04,0
31.754,0,0,-0.32,0.1,0.1,0.01
31.854,0,0,-0.43,0.07,0.07,0.01
31.954,0,0,-0.2,-0.13,-0.13,0.02
32.054,0,0,0.01,0.04,0.04,0
32.154,0,0,-0.27,0.14,0.14,-0.01
32.254,0,0,-0.46,-0.1,-0.1,0.01
32.354,0,0,-0.47,0.01,0.01,0.01
32.454,0,0,-0.35,0.15,0.15,0.02
32.554,0,0,-0.27,-0.06,-0.06,0
32.654,0,0,-0.51,0.06,0.06,-0.02
32.754,0,0,-0.61,0,0,0
32.854,0,0,-0.65,-0.16,-0.16,0.01
32.954,0,0,-0.38,-0.01,-0.01,-0.02
33.054,0,0,-0.38,0.22,0.22,-0.01
33.154,0,0,-0.41,-0.02,-0.02,0
33.254,0,0,-0.41,0.06,0.06,0
33.354,0,0,-0.51,-0.12,-0.12,0
33.454,0,0,-0.35,-0.09,-0.09,-0.01
33.554,0,0,-0.27,0.02,0.02,0
33.654,0,0,-0.55,0.14,0.14,-0.01
33.754,0,0,-0.71,0,0,0
33.854,0,0,-0.62,0.06,0.06,0
33.954,0,0,-0.44,0.01,0.01,-0.01
34.054,0,0,-0.17,-0.12,-0.12,0
34.154,0,0,-0.09,0.06,0.06,0.01
34.254,0,0,-0.21,-0.01,-0.01,0
34.354,0,0,-0.22,-0.11,-0.11,0.03
34.454,0,0,-0.09,0.19,0.19,0.02
34.554,0,0,0.15,-0.05,-0.05,0.01
34.654,0,0,-0.11,-0.07,-0.07,-0.01
34.754,0,0,-0.25,0.05,0.05,0.01
34.854,0,0,-0.25,-0.06,-0.06,-0.02
34.954,0,0,-0.01,-0.03,-0.03,-0.01
35.054,0,0,0.13,0.21,0.21,0.03
35.154,0,0,0.07,0.01,0.01,0
35.254,0,0,-0.07,-0.03,-0.03,-0.01
35.354,0,0,-0.07,0.01,0.01,0.03
35.454,0,0,0.17,-0.09,-0.09,0
35.554,0,0,0.24,0.06,0.06,0.02
35.654,0,0,0.03,0.18,0.18,0.01
35.754,0,0,-0.23,-0.01,-0.01,0.01
35.854,0,0,-0.42,-0.06,-0.06,0
35.954,0,0,-0.19,-0.02,-0.02,-0.02
36.054,0,0,-0.07,-0.06,-0.06,-0.02
36.154,0,0,-0.24,0.08,0.08,-0.01
36.254,0,0,-0.35,0.08,0.08,0.01
36.354,0,0,-0.41,-0.05,-0.05,0
36.454,0,0,-0.19,0,0,0
36.554,0,0,-0.06,0.05,0.05,0
36.654,0,0,-0.23,-0.07,-0.07,-0.04
36.754,0,0,-0.36,-0.04,-0.04,0
36.854,0,0,-0.31,-0.02,-0.02,-0.02
36.954,0,0,-0.04,0.05,0.05,-0.02
37.054,0,0,0.03,0.14,0.14,0
37.154,0,0,0.01,-0.04,-0.04,0.01
37.254,0,0,0.05,-0.1,-0.1,-0.03
37.354,0,0,0,-0.06,-0.06,0
37.454,0,0,0.14,-0.03,-0.03,-0.02
37.554,0,0,0.21,0.1,0.1,-0.01
37.654,0,0,0.09,0.16,0.16,0.02
37.754,0,0,0.06,-0.01,-0.01,0.04
37.854,0,0,0.06,-0.11,-0.11,-0.01
37.954,0,0,0.23,-0.04,-0.04,0
38.054,0,0,0.35,-0.07,-0.07,-0.01
38.154,0,0,0.09,0.03,0.03,0
38.254,0,0,-0.06,0.08,0.08,0.02
38.354,0,0,-0.2,0.04,0.04,0.04
38.454,0,0,-0.04,-0.03,-0.03,-0.01
38.554,0,0,0.06,-0.06,-0.06,0.03
38.654,0,0,-0.08,-0.02,-0.02,-0.02
38.754,0,0,-0.22,0.03,0.03,0
38.854,0,0,-0.3,0.03,0.03,0
38.954,0,0,-0.14,0.02,0.02,0
39.054,0,0,-0.06,0.06,0.06,0.01
39.154,0,0,-0.25,-0.02,-0.02,-0.01
39.254,0,0,-0.41,-0.11,-0.11,0
39.354,0,0,-0.51,-0.05,-0.05,0.01
39.454,0,0,-0.19,-0.01,-0.01,0.02
39.554,0,0,-0.04,0.13,0.13,-0.02
39.654,0,0,-0.24,0.15,0.15,0
39.754,0,0,-0.37,0.03,0.03,0
39.854,0,0,-0.47,-0.12,-0.12,0.02
39.954,0,0,-0.16,-0.04,-0.04,0.01
40.054,0,0,-0.02,0.02,0.02,0.01
40.154,0,0,-0.21,0.1,0.1,0
40.254,0,0,-0.22,0.06,0.06,0
40.354,0,0,-0.18,-0.01,-0.01,0.01
40.454,0,0,0.13,-0.07,-0.07,0.02
40.554,0,0,0.11,-0.04,-0.04,-0.01
40.654,0,0,-0.09,0.01,0.01,0
40.754,0,0,-0.16,0,0,0
40.854,0,0,-0.13,0.07,0.07,-0.01
40.954,0,0,0.13,0.02,0.02,-0.01
41.054,0,0,0.23,-0.04,-0.04,-0.02
41.154,0,0,0.08,-0.02,-0.02,-0.01
41.254,0,0,-0.09,-0.11,-0.11,0.01
41.354,0,0,-0.23,0.01,0.01,-0.01
41.454,0,0,-0.01,0.09,0.09,-0.02
41.554,0,0,0.17,0.03,0.03,-0.02
41.654,0,0,-0.1,0.03,0.03,-0.01
41.754,0,0,-0.21,-0.04,-0.04,-0.01
41.854,0,0,-0.23,-0.09,-0.09,0
41.954,0,0,0.09,-0.06,-0.06,0.01
42.054,0,0,0.15,0.13,0.13,-0.02
42.154,0,0,-0.02,0.13,0.13,-0.01
42.254,0,0,-0.09,-0.02,-0.02,0
42.354,0,0,-0.1,-0.07,-0.07,-0.01
42.454,0,0,0.16,-0.04,-0.04,0.01
42.554,0,0,0.26,-0.03,-0.03,-0.03
42.654,0,0,0.12,-0.01,-0.01,-0.02
42.754,0,0,0.08,0.07,0.07,0.02
42.854,0,0,0.03,-0.04,-0.04,0.01
42.954,0,0,0.41,0.02,0.02,0
43.054,0,0,0.53,0.03,0.03,0.01
43.154,0,0,0.32,-0.06,-0.06,-0.01
43.254,0,0,0.03,-0.03,-0.03,0.01
43.354,0,0,0.06,-0.07,-0.07,0.02
43.454,0,0,0.12,-0.07,-0.07,0
43.554,0,0,0.28,0.12,0.12,-0.01
43.654,0,0,0.05,0.03,0.03,0
43.754,0,0,-0.1,-0.02,-0.02,-0.01
43.854,0,0,-0.04,-0.03,-0.03,0
43.954,0,0,0.44,0.02,0.02,0.01
44.054,0,0,0.57,-0.05,-0.05,0
44.154,0,0,0.4,0.04,0.04,0
44.254,0,0,0.26,0,0,0.01
44.354,0,0,0.07,-0.05,-0.05,-0.01
44.454,0,0,0.34,-0.02,-0.02,0.01
44.554,0,0,0.39,0.07,0.07,0.01
44.654,0,0,0.29,-0.02,-0.02,-0.02
44.754,0,0,0.29,0.03,0.03,-0.01
44.854,0,0,0.19,-0.02,-0.02,0
44.954,0,0,0.27,-0.02,-0.02,0
45.054,0,0,0.37,-0.02,-0.02,0
45.154,0,0,0.08,0.05,0.05,0.01
45.254,0,0,-0.26,-0.01,-0.01,0
45.354,0,0,-0.23,0.15,0.15,-0.01
45.454,0,0,0.05,-0.1,-0.1,-0.03
45.554,0,0,0.06,-0.13,-0.13,-0.01
45.654,0,0,-0.1,0.03,0.03,0
45.754,0,0,-0.21,0.02,0.02,-0.01
45.854,0,0,-0.34,-0.01,-0.01,0.01
45.954,0,0,-0.15,0.15,0.15,0
46.054,0,0,0.01,-0.03,-0.03,0.01
46.154,0,0,-0.09,-0.1,-0.1,-0.03
46.254,0,0,-0.06,-0.03,-0.03,0.01
46.354,0,0,-0.25,-0.06,-0.06,0.01
46.454,0,0,0,-0.05,-0.05,0
46.554,0,0,0.1,0.17,0.17,0.02
46.654,0,0,-0.11,0.03,0.03,-0.01
46.754,0,0,-0.13,0.01,0.01,0
46.854,0,0,-0.22,-0.07,-0.07,0
46.954,0,0,-0.03,-0.18,-0.18,0
47.054,0,0,0.04,0.02,0.02,0.02
47.154,0,0,-0.09,0.26,0.26,0.02
47.254,0,0,-0.33,-0.04,-0.04,0.03
47.354,0,0,-0.41,-0.01,-0.01,-0.01
47.454,0,0,-0.13,-0.03,-0.03,0.01
47.554,0,0,0.05,-0.11,-0.11,-0.02
47.654,0,0,-0.23,0.08,0.08,0.02
47.754,0,0,-0.4,0.05,0.05,0.01
47.854,0,0,-0.34,-0.01,-0.01,0
47.954,0,0,0.01,0.1,0.1,-0.02
48.054,0,0,0.2,-0.05,-0.05,-0.01
48.154,0,0,0.14,-0.09,-0.09,-0.02
48.254,0,0,0.09,-0.04,-0.04,-0.02
48.354,0,0,0.02,-0.06,-0.06,0.02
48.454,0,0,0.19,0.01,0.01,-0.01
48.554,0,0,0.33,0.2,0.2,0
48.654,0,0,0.16,-0.03,-0.03,-0.02
48.754,0,0,0.16,-0.07,-0.07,-0.03
48.854,0,0,0.27,-0.04,-0.04,-0.01
48.954,0,0,0.37,-0.17,-0.17,-0.02
49.054,0,0,0.46,0.04,0.04,-0.01
49.154,0,0,0.29,0.25,0.25,0.02
49.254,0,0,0.23,0.01,0.01,0.01
49.354,0,0,0.06,-0.13,-0.13,0.04
49.454,0,0,0.32,-0.03,-0.03,0.01
49.554,0,0,0.33,-0.06,-0.06,0
49.654,0,0,0.13,-0.03,-0.03,0
49.754,0,0,-0.11,0.17,0.17,0
49.854,0,0,-0.18,-0.02,-0.02,0.02
49.954,0,0,-0.05,-0.05,-0.05,0.02
50.054,0,0,0.02,0.08,0.08,0.01
50.154,0,0,-0.04,-0.06,-0.06,-0.01
50.254,0,0,-0.21,-0.07,-0.07,0.01
50.354,0,0,-0.38,0.01,0.01,0.01
50.454,0,0,-0.08,0.02,0.02,0
50.554,0,0,0.05,0.01,0.01,-0.01
50.654,0,0,-0.17,0.03,0.03,0.01
50.754,0,0,-0.23,-0.2,-0.2,-0.01
50.854,0,0,0.08,-0.08,-0.08,0
50.954,0,0,0.49,-0.03,-0.03,-0.02
51.054,0,0,0.54,0,0,-0.04
51.154,0,0,0.2,0.1,0.1,0.01
51.254,0,0,-0.05,0.04,0.04,0
51.354,0,0,-0.22,-0.19,-0.19,0.01
51.454,0,0,0.07,-0.11,-0.11,0
51.554,0,0,0.16,0.04,0.04,-0.01
51.654,0,0,0.16,-0.07,-0.07,-0.01
51.754,0,0,0.04,0.19,0.19,0.02
51.854,0,0,-0.07,-0.03,-0.03,0.04
51.954,0,0,-0.01,-0.01,-0.01,0.02
52.054,0,0,0.08,0.11,0.11,0
52.154,0,0,-0.2,0.03,0.03,0
52.254,0,0,-0.36,-0.18,-0.18,-0.02
52.354,0,0,-0.3,-0.02,-0.02,0.01
52.454,0,0,-0.05,0.03,0.03,0.02
52.554,0,0,-0.08,0.09,0.09,0
52.654,0,0,-0.37,0.25,0.25,0.01
52.754,0,0,-0.52,-0.04,-0.04,-0.02
52.854,0,0,-0.62,-0.22,-0.22,0.01
52.954,0,0,-0.4,-0.05,-0.05,-0.02
53.054,0,0,-0.23,0.05,0.05,0
53.154,0,0,-0.34,0.2,0.2,-0.02
53.254,0,0,-0.3,0.08,0.08,0.02
53.354,0,0,-0.4,-0.06,-0.06,0.02
53.454,0,0,-0.03,-0.14,-0.14,0.01
53.554,0,0,0.36,0.01,0.01,-0.03
53.654,0,0,0.28,-0.07,-0.07,-0.05
53.754,0,0,0.14,0.02,0.02,0.01
53.854,0,0,-0.15,0.06,0.06,0.02
53.954,0,0,-0.16,0,0,0.01
54.054,0,0,-0.04,-0.03,-0.03,0.02
54.154,0,0,-0.36,-0.02,-0.02,0.01
54.254,0,0,-0.41,-0.1,-0.1,0
54.354,0,0,-0.33,-0.07,-0.07,-0.01
54.454,0,0,0.06,0.1,0.1,0.01
54.554,0,0,0.36,0.02,0.02,-0.02
54.654,0,0,0.28,0.1,0.1,0
54.754,0,0,0.03,-0.09,-0.09,0.03
54.854,0,0,-0.15,-0.22,-0.22,0
54.954,0,0,0.23,-0.09,-0.09,-0.02
55.054,0,0,0.31,0.22,0.22,-0.03
55.154,0,0,0.06,-0.01,-0.01,-0.01
55.254,0,0,-0.21,0.06,0.06,0
55.354,0,0,-0.21,-0.15,-0.15,-0.01
55.454,0,0,-0.12,-0.17,-0.17,-0.01
55.554,0,0,0,-0.02,-0.02,0.01
55.654,0,0,-0.21,0.33,0.33,0
55.754,0,0,-0.13,-0.06,-0.06,-0.01
55.854,0,0,-0.01,-0.06,-0.06,-0.01
55.954,0,0,0.22,0.03,0.03,0.01
56.054,0,0,0.3,-0.01,-0.01,0
56.154,0,0,0.17,-0.01,-0.01,-0.01
56.254,0,0,0.05,0.21,0.21,0
56.354,0,0,0.07,-0.05,-0.05,0.01
56.454,0,0,0.3,-0.05,-0.05,-0.02
56.554,0,0,0.48,0.03,0.03,0
56.654,0,0,0.26,0,0,-0.02
56.754,0,0,0.07,-0.03,-0.03,0.02
56.854,0,0,-0.07,0.07,0.07,0.02
56.954,0,0,0.03,-0.02,-0.02,0.02
57.054,0,0,0.21,0.06,0.06,0
57.154,0,0,0.18,0.11,0.11,0
57.254,0,0,0.18,-0.13,-0.13,-0.02
57.354,0,0,0.28,-0.19,-0.19,0.01
57.454,0,0,0.39,0.12,0.12,0.01
57.554,0,0,0.29,-0.06,-0.06,0
57.654,0,0,0.1,0.14,0.14,0
57.754,0,0,-0.06,0.01,0.01,0.01
57.854,0,0,0.03,-0.17,-0.17,-0.01
57.954,0,0,0.57,-0.13,-0.13,0.03
58.054,0,0,0.74,0.14,0.14,0
58.154,0,0,0.48,-0.05,-0.05,-0.01
58.254,0,0,0.14,0.29,0.29,0.01
58.354,0,0,-0.08,0,0,0.03
58.454,0,0,0.12,-0.11,-0.11,0
58.554,0,0,0.46,-0.04,-0.04,0.01
58.654,0,0,0.24,0,0,-0.01
58.754,0,0,0.09,-0.14,-0.14,0.03
58.854,0,0,0.01,0.24,0.24,0.01
58.954,0,0,0.01,0.23,0.23,0.04
59.054,0,0,0,-0.16,-0.16,0.02
59.154,0,0,-0.16,-0.02,-0.02,-0.02
59.254,0,0,-0.22,-0.14,-0.14,-0.02
59.354,0,0,-0.12,-0.27,-0.27,-0.01
59.454,0,0,0.18,0.13,0.13,0
59.554,0,0,0.24,0.16,0.16,0.01
59.654,0,0,-0.05,0.1,0.1,-0.01
59.754,0,0,-0.19,-0.14,-0.14,-0.03
59.854,0,0,-0.19,-0.14,-0.14,0
59.954,0,0,0.12,-0.27,-0.27,0.01
60.054,0,0,0.29,0.01,0.01,0
60.154,0,0,0.08,0.17,0.17,0.01
60.254,0,0,0.07,0.05,0.05,-0.01
60.354,0,0,0.13,-0.1,-0.1,-0.01
60.454,0,0,0.28,0.02,0.02,-0.02
60.554,0,0,0.27,-0.25,-0.25,0
60.654,0,0,-0.08,0.13,0.13,0.01
60.754,0,0,-0.12,0.05,0.05,0.02
60.854,0,0,-0.34,0.11,0.11,0.02
60.954,0,0,-0.22,-0.03,-0.03,0
61.054,0,0,-0.13,0.19,0.19,-0.01
61.154,0,0,-0.32,-0.12,-0.12,0.01
61.254,0,0,-0.36,0.07,0.07,-0.02
61.354,0,0,-0.43,-0.09,-0.09,0.03
61.454,0,0,-0.28,0.05,0.05,0.03
61.554,0,0,-0.13,0.08,0.08,0.01
61.654,0,0,-0.13,0.18,0.18,-0.01
61.754,0,0,-0.16,-0.13,-0.13,-0.03
61.854,0,0,-0.42,-0.14,-0.14,0.01
61.954,0,0,-0.15,-0.02,-0.02,0.01
62.054,0,0,-0.24,0.18,0.18,-0.03
62.154,0,0,-0.31,0.05,0.05,-0.01
62.254,0,0,-0.17,-0.04,-0.04,-0.02
62.354,0,0,-0.23,-0.15,-0.15,0
62.454,0,0,-0.03,-0.1,-0.1,0
62.554,0,0,-0.01,0.02,0.02,0
62.654,0,0,-0.24,0.19,0.19,0.01
62.754,0,0,-0.24,0.02,0.02,0.01
62.854,0,0,-0.31,-0.12,-0.12,0.01
62.954,0,0,-0.14,-0.02,-0.02,-0.02
63.054,0,0,0.02,-0.12,-0.12,0.01
63.154,0,0,-0.06,-0.02,-0.02,-0.03
63.254,0,0,-0.07,0.24,0.24,0.01
63.354,0,0,-0.16,-0.07,-0.07,0.02
63.454,0,0,0.2,-0.03,-0.03,0.02
63.554,0,0,0.2,0.03,0.03,0.01
63.654,0,0,0,-0.04,-0.04,0
63.754,0,0,-0.07,-0.15,-0.15,-0.01
