t,r_x,r_y,r_z,a_x,a_y,a_z
3650.826,0.03,0.01,-0.25,-0.03,-0.03,0
3650.926,0.03,0.01,-0.4,0.01,0.01,0
3651.026,0.02,0.02,-0.4,0.15,0.15,0.02
3651.126,0.03,0.01,-0.21,-0.03,-0.03,-0.01
3651.226,0.03,0.02,-0.06,-0.05,-0.05,-0.02
3651.326,0.04,0.02,-0.48,0.01,0.01,-0.01
3651.426,0.03,0.02,-0.47,-0.06,-0.06,-0.02
3651.526,0.03,0.02,-0.44,-0.01,-0.01,0
3651.626,0.04,0.02,-0.22,0.14,0.14,0.01
3651.726,0.04,0.02,-0.13,-0.03,-0.03,0
3651.826,0.04,0.02,-0.32,-0.08,-0.08,0
3651.926,0.04,0.01,-0.32,-0.01,-0.01,-0.01
3652.026,0.04,0.02,-0.34,-0.09,-0.09,0.01
3652.126,0.04,0.02,-0.1,0,0,0.01
3652.226,0.04,0,0,0.14,0.14,-0.01
3652.326,0.03,0,-0.11,-0.01,-0.01,0.01
3652.426,0.03,-0.01,-0.15,-0.04,-0.04,0.02
3652.526,0.03,-0.01,-0.06,-0.06,-0.06,0.01
3652.626,0.02,-0.02,0.29,-0.14,-0.14,0
3652.726,0.03,-0.02,0.26,0.11,0.11,-0.01
3652.826,0.03,-0.03,0.23,0.17,0.17,0
3652.926,0.02,-0.02,0.05,-0.02,-0.02,-0.01
3653.026,0.02,-0.02,0.11,0.07,0.07,-0.01
3653.126,0.02,-0.01,0.4,-0.13,-0.13,-0.01
3653.226,0.03,-0.02,0.4,-0.12,-0.12,0.01
3653.326,0.03,-0.02,0.23,0.12,0.12,-0.01
3653.426,0.03,-0.01,-0.01,0.01,0.01,-0.01
3653.526,0.03,-0.01,0.11,0.07,0.07,0.01
3653.626,0.03,-0.01,0.35,0.02,0.02,0
3653.726,0.02,0,0.44,-0.14,-0.14,-0.01
3653.826,0.03,0.01,0.31,0.03,0.03,0
3653.926,0.02,0.01,0.29,-0.02,-0.02,0.01
3654.026,0.01,0.01,0.24,0,0,0.01
3654.126,0.01,0,0.58,0.07,0.07,0.01
3654.226,0.02,0,0.72,0.05,0.05,0.01
3654.326,0.02,0,0.51,-0.04,-0.04,0.01
3654.426,0.01,0.01,0.33,0.02,0.02,0
3654.526,0.01,0.01,0.09,-0.12,-0.12,0
3654.626,0,0,0.23,-0.04,-0.04,0.02
3654.726,0,0.01,0.31,0.05,0.05,0.01
3654.826,0,0.01,0.21,0.17,0.17,-0.01
3654.926,0,-0.01,0.06,-0.01,-0.01,-0.01
3655.026,-0.01,-0.01,-0.11,-0.03,-0.03,0.01
3655.126,0,-0.01,0.16,-0.16,-0.16,0.01
3655.226,-0.01,-0.01,0.2,-0.02,-0.02,-0.01
3655.326,-0.01,-0.01,-0.27,0.13,0.13,0.01
3655.426,-0.02,-0.01,-0.45,0.01,0.01,-0.01
3655.526,-0.02,-0.01,-0.34,0.02,0.02,0
3655.626,-0.01,0,-0.05,-0.05,-0.05,-0.03
3655.726,-0.01,0,0.05,-0.14,-0.14,-0.03
3655.826,-0.01,-0.01,-0.29,0,0,-0.02
3655.926,0,0,-0.48,0.05,0.05,-0.01
3656.026,0,0.01,-0.07,0.06,0.06,0.01
3656.126,0,0.01,0.19,-0.01,-0.01,-0.02
3656.226,0,0.02,0.22,0.02,0.02,-0.02
3656.326,0.01,0.02,0,-0.08,-0.08,0
3656.426,0.01,0.01,-0.18,-0.06,-0.06,0.01
3656.526,0.01,0.01,-0.24,0.04,0.04,0
3656.626,0.01,0.01,-0.06,-0.02,-0.02,-0.01
3656.726,0,0,0.07,0.13,0.13,-0.01
3656.826,0.02,0.01,-0.16,0.05,0.05,0
3656.926,0.02,0.01,-0.29,-0.1,-0.1,-0.01
3657.026,0,-0.01,-0.41,-0.08,-0.08,-0.01
3657.126,0.01,0,-0.17,-0.02,-0.02,0.01
3657.226,0.02,0,-0.19,0.08,0.08,0.03
3657.326,0.02,-0.01,-0.29,0.15,0.15,0.01
3657.426,0.03,-0.01,-0.58,0.02,0.02,-0.01
3657.526,0.03,-0.01,-0.55,-0.08,-0.08,0.04
3657.626,0.03,0,-0.26,-0.15,-0.15,0
3657.726,0.03,-0.01,-0.05,-0.02,-0.02,0.02
3657.826,0.03,-0.01,-0.26,0.09,0.09,-0.01
3657.926,0.03,-0.01,-0.39,0.11,0.11,0
3658.026,0.02,0,-0.49,0,0,0.01
3658.126,0.02,-0.01,-0.14,-0.1,-0.1,-0.01
3658.226,0.03,0,0.01,-0.11,-0.11,-0.01
3658.326,0.03,-0.01,-0.14,0.01,0.01,-0.02
3658.426,0.01,-0.01,-0.13,0.07,0.07,-0.01
3658.526,0.01,-0.01,-0.19,0.07,0.07,0.01
3658.626,0.02,-0.01,0.15,-0.03,-0.03,-0.02
3658.726,0.01,-0.02,0.25,-0.02,-0.02,0
3658.826,0.01,-0.02,0.08,-0.07,-0.07,-0.01
3658.926,0.01,-0.01,-0.19,-0.02,-0.02,-0.04
3659.026,0.01,-0.01,-0.32,0.01,0.01,0.01
3659.126,0.01,-0.01,-0.02,0.02,0.02,0
3659.226,0.01,-0.02,0.28,0.06,0.06,-0.01
3659.326,0.01,-0.02,0.11,0.03,0.03,-0.01
3659.426,0.01,-0.02,-0.09,-0.04,-0.04,-0.01
3659.526,0.01,-0.02,-0.05,-0.06,-0.06,-0.01
3659.626,0,-0.03,0.24,-0.03,-0.03,-0.01
3659.726,0.01,-0.03,0.32,0.08,0.08,0.03
3659.826,0,-0.04,0.15,0.11,0.11,0.02
3659.926,0,-0.03,0.04,0.06,0.06,-0.03
3660.026,0,-0.04,0.05,-0.1,-0.1,0.02
3660.126,0,-0.04,0.39,-0.09,-0.09,0
3660.226,0,-0.04,0.52,-0.06,-0.06,0.01
3660.326,0,-0.04,0.22,0.13,0.13,0
3660.426,0,-0.04,0,0.03,0.03,0
3660.526,0,-0.04,-0.13,0.07,0.07,0.02
3660.626,0,-0.04,0.26,-0.12,-0.12,0.02
3660.726,-0.01,-0.04,0.37,-0.06,-0.06,0
3660.826,-0.01,-0.04,0.3,0.01,0.01,0
3660.926,-0.01,-0.04,0.21,0.11,0.11,-0.01
3661.026,-0.02,-0.03,0.13,-0.03,-0.03,0
3661.126,-0.02,-0.04,0.34,0.07,0.07,0
3661.226,-0.01,-0.02,0.64,-0.08,-0.08,-0.03
3661.326,-0.02,-0.03,0.55,0.06,0.06,-0.01
3661.426,-0.02,-0.03,0.15,-0.07,-0.07,-0.03
3661.526,-0.02,-0.03,0.1,0.01,0.01,0.01
3661.626,-0.01,-0.02,0.33,0.07,0.07,-0.01
3661.726,-0.01,-0.02,0.36,0.11,0.11,0
3661.826,0,-0.01,0.12,-0.07,-0.07,0.01
3661.926,0.01,-0.01,0,0,0,0
3662.026,0.01,-0.01,-0.08,-0.13,-0.13,-0.01
3662.126,0.01,-0.02,0.34,0.08,0.08,0
3662.226,0.02,-0.01,0.71,-0.01,-0.01,0
3662.326,0.03,0.01,0.52,0.24,0.24,0
3662.426,0.02,0,0.34,-0.06,-0.06,0.02
3662.526,0.02,0,0.11,-0.12,-0.12,0
3662.626,0.02,-0.01,0.24,-0.04,-0.04,-0.01
3662.726,0.02,-0.01,0.23,0.01,0.01,0
3662.826,0.02,-0.02,-0.17,0.02,0.02,0.01
3662.926,0.02,-0.01,-0.18,0.15,0.15,0
3663.026,0.01,-0.02,-0.23,-0.02,-0.02,0.01
3663.126,0.02,-0.02,-0.07,-0.08,-0.08,0.01
3663.226,0.02,-0.01,-0.09,-0.03,-0.03,0.02
3663.326,0.02,0,-0.37,-0.03,-0.03,0
3663.426,0.02,-0.01,-0.36,-0.09,-0.09,0.01
3663.526,0.02,-0.01,-0.46,0.17,0.17,0.01
3663.626,0.02,-0.02,-0.27,-0.05,-0.05,0
3663.726,0.02,-0.02,-0.17,0.04,0.04,-0.01
3663.826,0.03,0,-0.35,-0.01,-0.01,0
3663.926,0.03,-0.01,-0.54,-0.19,-0.19,0
3664.026,0.02,-0.01,-0.66,0.06,0.06,0.01
3664.126,0.02,-0.02,-0.4,0.12,0.12,0.03
3664.226,0.02,-0.01,-0.22,0.02,0.02,0.01
3664.326,0.02,-0.01,-0.38,0.04,0.04,0
3664.426,0.02,-0.01,-0.4,-0.06,-0.06,0
3664.526,0.02,-0.01,-0.51,-0.15,-0.15,0.01
3664.626,0.03,-0.01,-0.09,0.05,0.05,0
3664.726,0.03,-0.01,-0.05,0.07,0.07,0.02
3664.826,0.02,-0.02,-0.17,-0.03,-0.03,0.01
3664.926,0.01,-0.02,-0.3,0.03,0.03,-0.01
3665.026,0.01,-0.02,-0.19,-0.01,-0.01,0.01
3665.126,0.02,-0.01,0.15,-0.14,-0.14,-0.01
3665.226,0.02,-0.01,0.25,0.1,0.1,-0.01
3665.326,0.02,-0.01,0.04,-0.01,-0.01,0
3665.426,0.02,-0.01,-0.08,-0.03,-0.03,0.01
3665.526,0.02,-0.01,-0.14,0.12,0.12,0.02
3665.626,0.01,-0.02,0.15,-0.06,-0.06,-0.01
3665.726,0.01,-0.02,0.13,-0.08,-0.08,0
3665.826,0,-0.03,-0.12,0.03,0.03,-0.01
3665.926,0,-0.03,-0.34,-0.05,-0.05,-0.01
3666.026,0,-0.02,-0.41,0.05,0.05,0.01
3666.126,0.01,-0.02,-0.18,0.08,0.08,-0.01
3666.226,0,-0.03,-0.2,-0.02,-0.02,0
3666.326,0,-0.03,-0.24,-0.03,-0.03,0
3666.426,0,-0.03,-0.39,0,0,0
3666.526,0,-0.03,-0.49,-0.04,-0.04,0.02
3666.626,-0.01,-0.03,-0.18,0.12,0.12,0.01
3666.726,-0.01,-0.03,-0.12,0.08,0.08,-0.01
3666.826,-0.02,-0.03,-0.29,-0.03,-0.03,0.02
3666.926,-0.02,-0.03,-0.31,-0.03,-0.03,0
3667.026,-0.02,-0.03,-0.4,-0.05,-0.05,-0.01
3667.126,-0.03,-0.03,-0.14,-0.06,-0.06,0
3667.226,-0.03,-0.04,-0.03,0.1,0.1,-0.01
3667.326,-0.04,-0.04,-0.28,0.03,0.03,0
3667.426,-0.03,-0.04,-0.3,-0.01,-0.01,0.01
3667.526,-0.03,-0.04,-0.28,-0.03,-0.03,0
3667.626,-0.04,-0.05,0.03,-0.08,-0.08,-0.01
3667.726,-0.04,-0.05,0.08,-0.06,-0.06,-0.02
3667.826,-0.03,-0.05,0.01,0.06,0.06,-0.01
3667.926,-0.03,-0.05,-0.1,-0.01,-0.01,-0.01
3668.026,-0.02,-0.05,-0.23,-0.02,-0.02,0
3668.126,-0.03,-0.05,0.11,0,0,0
3668.226,-0.03,-0.05,0.26,-0.06,-0.06,-0.01
3668.326,-0.02,-0.05,0.04,-0.04,-0.04,-0.02
3668.426,-0.02,-0.04,-0.09,0.01,0.01,0.02
3668.526,-0.02,-0.04,-0.02,0,0,0.01
3668.626,-0.02,-0.04,0.2,0.06,0.06,0.01
3668.726,-0.02,-0.04,0.2,0.07,0.07,0.01
3668.826,-0.03,-0.04,-0.04,-0.08,-0.08,-0.01
3668.926,-0.03,-0.04,-0.14,-0.02,-0.02,0.02
3669.026,-0.03,-0.04,-0.15,0.05,0.05,0
3669.126,-0.03,-0.04,0,0,0,0
3669.226,-0.03,-0.03,0.11,0.08,0.08,0
3669.326,-0.02,-0.03,-0.1,-0.01,-0.01,0.01
3669.426,-0.02,-0.02,-0.21,-0.06,-0.06,0
3669.526,-0.02,-0.02,-0.28,-0.02,-0.02,0
3669.626,-0.03,-0.03,-0.11,0.02,0.02,0.02
3669.726,-0.03,-0.03,0.05,-0.01,-0.01,0
3669.826,-0.02,-0.03,-0.19,0.07,0.07,0.01
3669.926,-0.02,-0.02,-0.26,-0.02,-0.02,-0.01
3670.026,-0.02,-0.02,-0.23,-0.06,-0.06,-0.02
3670.126,-0.02,-0.02,-0.01,-0.02,-0.02,0
3670.226,-0.02,-0.02,0.11,-0.01,-0.01,0
3670.326,-0.02,-0.02,0.06,-0.02,-0.02,0
3670.426,-0.02,-0.03,-0.07,0.06,0.06,-0.02
3670.526,-0.02,-0.03,-0.13,-0.02,-0.02,0
3670.626,-0.02,-0.03,0.18,-0.02,-0.02,-0.01
3670.726,-0.02,-0.03,0.13,-0.04,-0.04,0.01
3670.826,-0.01,-0.02,0.06,-0.06,-0.06,-0.03
3670.926,-0.01,-0.02,-0.04,0.01,0.01,-0.01
3671.026,-0.02,-0.02,-0.04,0.05,0.05,0.01
3671.126,-0.01,-0.02,0.25,0.01,0.01,0
3671.226,0,-0.01,0.33,-0.01,-0.01,-0.01
3671.326,-0.02,-0.03,0.07,-0.01,-0.01,-0.01
3671.426,-0.03,-0.03,-0.01,-0.04,-0.04,0.01
3671.526,-0.03,-0.03,-0.08,-0.02,-0.02,-0.01
3671.626,-0.04,-0.05,0.13,0.03,0.03,0
3671.726,-0.04,-0.04,0.22,0.04,0.04,0
3671.826,-0.04,-0.04,0.05,0.02,0.02,0.01
3671.926,-0.04,-0.05,0.02,-0.02,-0.02,-0.01
3672.026,-0.06,-0.06,-0.07,-0.06,-0.06,0.01
3672.126,-0.06,-0.07,0.07,0.07,0.07,0.01
3672.226,-0.04,-0.06,0.24,0.06,0.06,0.01
3672.326,-0.06,-0.07,0.08,0.02,0.02,0
3672.426,-0.07,-0.07,0,-0.01,-0.01,0
3672.526,-0.07,-0.07,-0.08,-0.05,-0.05,0
3672.626,-0.06,-0.07,0.13,0,0,0
3672.726,-0.04,-0.07,0.2,0,0,0
3672.826,-0.04,-0.06,0.05,0.01,0.01,0
3672.926,-0.06,-0.07,-0.13,0.02,0.02,0
3673.026,-0.06,-0.07,-0.13,0.03,0.03,0
3673.126,-0.08,-0.07,0.15,0.01,0.01,-0.01
3673.226,-0.08,-0.08,0.19,-0.02,-0.02,0.01
3673.326,-0.09,-0.08,0,0.01,0.01,0
3673.426,-0.09,-0.09,-0.06,-0.03,-0.03,-0.01
3673.526,-0.09,-0.09,-0.15,0.08,0.08,0
3673.626,-0.09,-0.07,0.01,0.05,0.05,0
3673.726,-0.09,-0.08,0.1,-0.02,-0.02,0
3673.826,-0.09,-0.07,0,-0.06,-0.06,0
3673.926,-0.09,-0.07,-0.15,-0.02,-0.02,-0.02
3674.026,-0.09,-0.07,-0.28,0,0,-0.01
3674.126,-0.08,-0.07,0.05,0.07,0.07,0
3674.226,-0.08,-0.06,0.17,0.01,0.01,0.01
3674.326,-0.06,-0.05,-0.01,-0.05,-0.05,0.01
3674.426,-0.04,-0.03,-0.1,-0.05,-0.05,0.01
3674.526,-0.04,-0.03,-0.14,-0.03,-0.03,-0.01
3674.626,-0.03,-0.03,0.15,-0.01,-0.01,0
3674.726,-0.03,-0.03,0.21,0.06,0.06,0
3674.826,-0.04,-0.05,0.05,-0.06,-0.06,0
3674.926,-0.03,-0.03,-0.05,-0.03,-0.03,0.01
3675.026,-0.02,-0.03,-0.03,0.01,0.01,-0.01
3675.126,-0.02,-0.03,0.23,-0.04,-0.04,0
3675.226,-0.01,-0.02,0.38,-0.01,-0.01,-0.01
3675.326,-0.01,-0.02,0.06,0.03,0.03,0
3675.426,-0.01,-0.02,0.01,0.02,0.02,0
3675.526,-0.01,-0.02,-0.05,0.02,0.02,-0.01
3675.626,-0.02,-0.03,0.14,0.01,0.01,-0.01
3675.726,-0.01,-0.03,0.13,-0.07,-0.07,0
3675.826,-0.01,-0.01,0.04,-0.05,-0.05,0
3675.926,0,-0.02,-0.03,0.03,0.03,0.02
3676.026,0,-0.01,0.04,0.03,0.03,0
3676.126,0,-0.01,0.31,0.04,0.04,-0.02
3676.226,0,-0.02,0.3,-0.04,-0.04,0
3676.326,-0.01,-0.02,0.07,-0.04,-0.04,0.01
3676.426,-0.02,-0.02,-0.06,0.02,0.02,-0.02
3676.526,-0.02,-0.02,-0.07,0.05,0.05,0
3676.626,-0.02,-0.03,0.15,0.02,0.02,0.02
3676.726,-0.01,-0.02,0.31,0.03,0.03,-0.01
3676.826,-0.03,-0.03,0.12,-0.01,-0.01,0
3676.926,-0.03,-0.04,-0.02,-0.02,-0.02,-0.01
3677.026,-0.03,-0.03,-0.11,-0.01,-0.01,-0.02
3677.126,-0.02,-0.03,0.19,-0.01,-0.01,0
3677.226,0,-0.02,0.24,0.03,0.03,0
3677.326,0,-0.01,0.06,0.04,0.04,-0.01
3677.426,0.01,-0.01,-0.04,-0.02,-0.02,-0.01
3677.526,0.02,-0.01,-0.11,0,0,0.01
3677.626,0.03,0,0.04,-0.01,-0.01,0
3677.726,0.03,0.01,0.12,-0.04,-0.04,0
3677.826,0.02,0,-0.13,-0.01,-0.01,0.02
3677.926,0.04,0.02,-0.18,0.05,0.05,-0.01
3678.026,0.04,0.03,-0.26,0.03,0.03,-0.03
3678.126,0.03,0.03,-0.08,-0.02,-0.02,-0.01
3678.226,0.02,0.02,0,-0.07,-0.07,0.01
3678.326,0,0.01,-0.21,-0.04,-0.04,0.03
3678.426,0,0.02,-0.31,0.01,0.01,0
3678.526,0,0.02,-0.3,0.03,0.03,0
3678.626,0.01,0.02,-0.14,0.01,0.01,0
3678.726,0.01,0.02,0.01,-0.02,-0.02,0
3678.826,-0.01,0,-0.16,-0.03,-0.03,0.01
3678.926,-0.01,0,-0.15,-0.02,-0.02,0
3679.026,0,0.02,-0.18,0.05,0.05,-0.02
3679.126,0,0.02,0.14,0.04,0.04,-0.01
3679.226,-0.01,0,0.28,0,0,0.01
3679.326,0,0,-0.02,0.02,0.02,0
3679.426,0,0.01,-0.07,-0.02,-0.02,0
3679.526,0,0.01,-0.08,-0.01,-0.01,-0.01
3679.626,0.01,0,0.16,0.02,0.02,0
3679.726,0.01,0,0.15,-0.02,-0.02,0
3679.826,0.02,0.02,0.16,0.02,0.02,-0.01
3679.926,0.02,0.03,0,0.06,0.06,0.01
3680.026,0.04,0.04,-0.04,-0.01,-0.01,0
3680.126,0.03,0.04,0.19,-0.02,-0.02,0
3680.226,0.04,0.03,0.22,-0.02,-0.02,-0.01
3680.326,0.03,0.03,-0.09,0.02,0.02,0
3680.426,0.03,0.03,-0.05,0.03,0.03,0
3680.526,0.03,0.03,-0.13,-0.01,-0.01,0
3680.626,0.04,0.05,0.15,-0.05,-0.05,0
3680.726,0.06,0.05,0.1,-0.04,-0.04,-0.01
3680.826,0.03,0.05,-0.04,-0.02,-0.02,0
3680.926,0.04,0.04,-0.14,0.02,0.02,-0.01
3681.026,0.02,0.03,-0.24,0.01,0.01,0
3681.126,0.01,0.02,0.02,-0.01,-0.01,0.01
3681.226,-0.01,0.03,0.1,-0.01,-0.01,0
3681.326,0.01,0.04,-0.04,0.02,0.02,0
3681.426,0.01,0.05,-0.06,-0.05,-0.05,-0.01
3681.526,0.01,0.05,-0.13,-0.07,-0.07,0.01
3681.626,0.03,0.05,0.04,0.04,0.04,-0.02
3681.726,0.04,0.06,0.14,0.04,0.04,0
3681.826,0.01,0.04,0.05,0,0,0.01
3681.926,0.01,0.05,0.04,-0.05,-0.05,0
3682.026,0.03,0.06,-0.03,-0.05,-0.05,0.02
3682.126,0.02,0.07,0.12,0.02,0.02,0.02
3682.226,0.02,0.06,0.3,0.07,0.07,0
3682.326,0.04,0.07,0.11,0.05,0.05,0.01
3682.426,0.04,0.06,-0.01,-0.03,-0.03,0
3682.526,0.04,0.06,-0.18,-0.06,-0.06,0.01
3682.626,0.06,0.07,0.1,-0.01,-0.01,-0.01
3682.726,0.03,0.06,0.2,0.08,0.08,0
3682.826,0.03,0.07,0.02,0.07,0.07,0.01
3682.926,0.03,0.07,-0.01,-0.01,-0.01,0.01
3683.026,0.06,0.07,-0.13,-0.04,-0.04,0.01
3683.126,0.04,0.07,0.11,0.04,0.04,-0.01
3683.226,0.03,0.07,0.18,0.05,0.05,-0.02
3683.326,0.02,0.06,-0.05,-0.02,-0.02,0
3683.426,0.03,0.06,-0.32,-0.06,-0.06,0.01
3683.526,0.03,0.06,-0.41,-0.03,-0.03,-0.01
3683.626,0.03,0.05,-0.12,0.1,0.1,-0.03
3683.726,0.03,0.06,0.07,0.08,0.08,-0.01
3683.826,0.01,0.03,-0.04,-0.01,-0.01,-0.02
3683.926,0.02,0.03,-0.21,-0.12,-0.12,-0.01
3684.026,-0.01,0,-0.18,-0.04,-0.04,0
3684.126,-0.03,-0.03,-0.05,0.05,0.05,-0.01
3684.226,-0.07,-0.04,0.02,0.13,0.13,-0.02
3684.326,-0.07,-0.05,-0.02,-0.01,-0.01,0
3684.426,-0.06,-0.05,-0.13,-0.15,-0.15,0.03
3684.526,-0.06,-0.05,-0.18,-0.15,-0.15,0.02
3684.626,-0.06,-0.07,0.05,0.08,0.08,-0.01
3684.726,-0.07,-0.06,0.11,0.14,0.14,0
3684.826,-0.08,-0.06,0.01,0.02,0.02,-0.01
3684.926,-0.08,-0.07,-0.02,-0.15,-0.15,0.02
3685.026,-0.08,-0.07,0,-0.09,-0.09,-0.01
3685.126,-0.08,-0.06,0.15,0.03,0.03,-0.02
3685.226,-0.07,-0.04,0.35,0.14,0.14,-0.01
3685.326,-0.06,-0.02,0.23,-0.04,-0.04,0.01
3685.426,-0.03,-0.02,0.05,-0.11,-0.11,0.02
3685.526,-0.03,-0.02,-0.06,-0.06,-0.06,-0.01
3685.626,-0.02,-0.01,0.33,0.15,0.15,0
3685.726,-0.04,-0.03,0.44,0.12,0.12,0
3685.826,-0.03,0,0.14,-0.04,-0.04,0
3685.926,-0.04,-0.03,-0.03,-0.14,-0.14,0.02
3686.026,-0.06,-0.03,-0.01,-0.03,-0.03,-0.01
3686.126,-0.04,-0.04,0.13,0.18,0.18,-0.01
3686.226,-0.06,-0.02,0.24,0.11,0.11,0
3686.326,-0.06,-0.03,0.01,-0.08,-0.08,0.01
3686.426,-0.07,-0.06,-0.12,-0.13,-0.13,0.02
3686.526,-0.07,-0.06,-0.3,-0.06,-0.06,0.01
3686.626,-0.06,-0.06,0.03,0.14,0.14,-0.02
3686.726,-0.06,-0.06,-0.03,0.16,0.16,-0.01
3686.826,-0.07,-0.07,-0.07,-0.03,-0.03,0.02
3686.926,-0.06,-0.05,-0.16,-0.17,-0.17,0.01
3687.026,-0.06,-0.06,-0.19,-0.04,-0.04,-0.01
3687.126,-0.04,-0.04,0,0.04,0.04,0
3687.226,-0.04,-0.05,0.01,0.1,0.1,0.01
3687.326,-0.04,-0.05,-0.16,-0.02,-0.02,-0.03
3687.426,-0.03,-0.07,-0.15,-0.08,-0.08,0
3687.526,-0.03,-0.07,-0.17,-0.06,-0.06,0.02
3687.626,-0.04,-0.07,0.07,0.09,0.09,-0.02
3687.726,-0.03,-0.06,0.17,0.05,0.05,-0.01
3687.826,-0.03,-0.06,0,-0.07,-0.07,0.01
3687.926,-0.03,-0.07,-0.11,-0.06,-0.06,0.01
3688.026,-0.01,-0.06,-0.04,-0.01,-0.01,0
3688.126,-0.01,-0.07,0.13,0.11,0.11,-0.02
3688.226,-0.02,-0.07,0.23,0.08,0.08,0.01
3688.326,-0.01,-0.06,0.03,-0.07,-0.07,0
3688.426,0,-0.05,-0.12,-0.12,-0.12,0.02
3688.526,0,-0.05,-0.21,-0.03,-0.03,0.01
3688.626,0.02,-0.03,0.05,0.16,0.16,0.01
3688.726,0.02,-0.02,0.23,0.09,0.09,0.01
3688.826,0.03,0,0.11,-0.05,-0.05,0
3688.926,0.03,-0.01,-0.07,-0.14,-0.14,0.03
3689.026,0.04,0.01,-0.12,-0.02,-0.02,0
3689.126,0.04,0.01,0.03,0.09,0.09,-0.01
3689.226,0.03,0.01,0.17,0.14,0.14,0
3689.326,0.04,0.02,-0.01,-0.07,-0.07,0.02
3689.426,0.06,0.03,-0.1,-0.1,-0.1,0.02
3689.526,0.06,0.03,-0.2,-0.07,-0.07,0.01
3689.626,0.07,0.03,0.06,0.13,0.13,-0.01
3689.726,0.08,0.04,0.2,0.07,0.07,-0.02
3689.826,0.06,0.03,0.03,-0.03,-0.03,0.01
3689.926,0.06,0.02,-0.1,-0.11,-0.11,0.01
3690.026,0.07,0.02,-0.13,-0.02,-0.02,0
3690.126,0.08,0.03,0.12,0.11,0.11,-0.03
3690.226,0.07,0.02,0.22,0.01,0.01,0
3690.326,0.08,0.03,0.04,-0.08,-0.08,0.01
3690.426,0.09,0.04,-0.12,-0.09,-0.09,0.01
3690.526,0.09,0.04,-0.2,-0.02,-0.02,-0.01
3690.626,0.09,0.05,-0.04,0.12,0.12,0
3690.726,0.09,0.05,0.12,0.02,0.02,-0.01
3690.826,0.08,0.03,-0.03,-0.1,-0.1,0
3690.926,0.07,0.02,-0.08,-0.1,-0.1,-0.01
3691.026,0.08,0.02,-0.19,0.03,0.03,0
3691.126,0.08,0.03,-0.01,0.12,0.12,-0.01
3691.226,0.08,0.02,0.14,0.06,0.06,-0.04
3691.326,0.07,0.01,-0.12,-0.1,-0.1,-0.02
3691.426,0.08,0.01,-0.26,-0.08,-0.08,0.01
3691.526,0.08,0.01,-0.28,-0.02,-0.02,-0.01
3691.626,0.08,0.03,-0.02,0.14,0.14,-0.01
3691.726,0.08,0.02,0.14,0.04,0.04,0
3691.826,0.08,0.02,-0.08,-0.07,-0.07,0
3691.926,0.09,0.02,-0.2,-0.09,-0.09,0
3692.026,0.08,0.01,-0.3,0.02,0.02,-0.03
3692.126,0.09,0.02,-0.02,0.07,0.07,-0.01
3692.226,0.09,0.03,0.08,0.05,0.05,-0.01
3692.326,0.1,0.04,-0.16,-0.06,-0.06,0.02
3692.426,0.11,0.04,-0.23,-0.04,-0.04,0.02
3692.526,0.11,0.04,-0.24,-0.01,-0.01,0.01
3692.626,0.12,0.05,-0.08,0.1,0.1,0
3692.726,0.12,0.06,0.1,0,0,0.02
3692.826,0.12,0.04,-0.09,-0.08,-0.08,0.03
3692.926,0.12,0.04,-0.2,-0.06,-0.06,0.01
3693.026,0.11,0.04,-0.21,0.06,0.06,0.01
3693.126,0.1,0.03,0,0.1,0.1,-0.02
3693.226,0.11,0.04,0.16,-0.01,-0.01,-0.01
3693.326,0.11,0.04,0.03,-0.12,-0.12,0.03
3693.426,0.1,0.03,0.01,-0.05,-0.05,0.01
3693.526,0.1,0.03,-0.12,0.02,0.02,-0.02
3693.626,0.1,0.02,0.13,0.08,0.08,-0.02
3693.726,0.09,0.03,0.23,0.01,0.01,-0.01
3693.826,0.08,0.02,0.03,-0.07,-0.07,-0.01
3693.926,0.07,0,-0.08,-0.04,-0.04,-0.01
3694.026,0.07,0,-0.21,0.03,0.03,-0.03
3694.126,0.07,0.01,0.07,0.06,0.06,-0.02
3694.226,0.07,0,0.16,0.02,0.02,-0.02
3694.326,0.08,0.01,0,-0.04,-0.04,0
3694.426,0.08,0.01,-0.07,-0.04,-0.04,0
3694.526,0.08,0.01,-0.01,0.04,0.04,0
3694.626,0.08,0,0.16,0.12,0.12,-0.02
3694.726,0.08,0,0.27,-0.01,-0.01,0
3694.826,0.08,0.01,0.13,-0.04,-0.04,0.01
3694.926,0.07,-0.01,0.09,-0.02,-0.02,0
3695.026,0.07,0,0.1,0.07,0.07,-0.01
3695.126,0.07,0,0.29,0.08,0.08,0
3695.226,0.07,0,0.4,-0.03,-0.03,0.01
3695.326,0.07,-0.01,0.22,-0.09,-0.09,0
3695.426,0.07,-0.01,0.07,-0.02,-0.02,-0.01
3695.526,0.07,-0.01,-0.02,0.08,0.08,0
3695.626,0.07,0,0.14,0.05,0.05,0
3695.726,0.06,0,0.33,-0.02,-0.02,0.02
3695.826,0.06,0,0.2,-0.08,-0.08,0.02
3695.926,0.06,0,-0.02,-0.04,-0.04,0
3696.026,0.06,-0.01,-0.11,0.09,0.09,-0.01
3696.126,0.07,0.01,0.2,0.04,0.04,0
3696.226,0.08,0.02,0.15,-0.04,-0.04,0
3696.326,0.09,0.02,-0.15,-0.06,-0.06,0
