"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"U1";"ublox_SAM-M8Q";1;"SAM-M10Q";;;
2;"D1";"LED_0805_2012Metric";1;"LED";;;
3;"J1";"JST_XH_B4B-XH-A_1x04_P2.50mm_Vertical";1;"I2C";;;
4;"C1,C2";"C_0603_1608Metric";2;"100nF";;;
5;"R1";"R_0603_1608Metric";1;"560";;;
